unit	sym	billed	fuzzy	mpn	cls	n_charged	same_opcode_multiset	argkinds	src
default/HAQManager	?GetButtonText@HAQManager@@ABA?AVString@@XZ	460	20.930435	21.84348	SOURCE_INSDEL	114	False	{'immediate': 8, 'register': 17, 'opcode': 8, 'relocname': 5}	src/system/meta/HAQManager.cpp
default/band3/meta_band/SongRecord	??0SongRecord@@QAA@PBVBandSongMetadata@@@Z	460	98.21739	98.26087	SOURCE_INSDEL	3	False	{'relocname': 1}	src/band3/meta_band/SongRecord.cpp
default/Lit_NG	?SetShadowTransforms@NgLight@@IAAXXZ	460	97.51305	97.73044	SOURCE_INSDEL	8	False	{'register': 5, 'relocname': 2, 'immediate': 1, 'opcode': 1}	src/system/rndobj/Lit_NG.cpp
default/system/rndobj/Utl	?TransformKeys@@YAXPAVRndTransAnim@@ABVTransform@@@Z	448	84.65179	87.73214	SOURCE_INSDEL	45	False	{'immediate': 14, 'opcode': 1, 'register': 69}	src/system/rndobj/Utl.cpp
default/GemTrack	?DrawBeatLines@GemTrack@@QAAXHH@Z	448	93.52679	95.17857	SOURCE_INSDEL	36	False	{'register': 37, 'relocname': 4, 'opcode': 4}	src/band3/bandtrack/GemTrack.cpp
default/band3/game/BandUserMgr	??1BandUserMgr@@UAA@XZ	448	84.24107	85.71429	SOURCE_INSDEL	47	False	{'register': 31, 'relocname': 9, 'branchdest': 1, 'immediate': 1}	src/band3/game/BandUserMgr.cpp
default/BandIKEffector	?ComputeHandPullAndQuat@BandIKEffector@@IAAXAAVQuatXfm@@AAVTransform@@ABV3@ABVVector3@@MMM@Z	444	89.1982	90.00901	SOURCE_INSDEL	26	False	{'register': 18, 'immediate': 9}	src/system/bandobj/BandIKEffector.cpp
default/Faders	?DoFade@Fader@@QAAXMM@Z	444	93.09009	94.8018	SOURCE_INSDEL	45	False	{'relocname': 4, 'immediate': 18, 'register': 34, 'opcode': 1}	src/system/synth/Faders.cpp
default/BandSongMgr	?SongAudioData@BandSongMgr@@UBAPAVSongInfo@@H@Z	444	58.81081	60.477478	SOURCE_INSDEL	71	False	{'register': 30, 'relocname': 5, 'branchdest': 2, 'opcode': 3, 'immediate': 7}	src/band3/meta_band/BandSongMgr.cpp
default/system/obj/Dir	?Iterate@ObjectDir@@IAAXPAVDataArray@@_N@Z	440	60.49091	62.581818	SOURCE_INSDEL	91	False	{'relocname': 6, 'immediate': 12, 'register': 41, 'branchdest': 1}	src/system/obj/Dir.cpp
default/SampleData	?Load@SampleData@@QAAXAAVBinStream@@ABVFilePath@@@Z	440	99.954544	99.954544	SOURCE_ARG(imm/opcode/branch)	5	True	{'immediate': 5}	src/system/synth/SampleData.cpp
default/rtti	?FindMITargetTypeInstance@@YAPBU_s_RTTIBaseClassDescriptor@@PAXPBU_s_RTTICompleteObjectLocator@@PAUTypeDescriptor@@H2@Z	440	0.0	0.0	NO_BODY/stub	110	False	{}	src/xdk/LIBCMT/rtti.cpp
default/Shader	?CheckShadow@@YAXXZ	436	64.98165	66.90826	SOURCE_INSDEL	68	False	{'register': 42, 'relocname': 7, 'immediate': 7}	src/system/rndobj/Shader.cpp
default/Mesh	?SkinVertex@RndMesh@@QAA?AVVector3@@ABVVert@1@PAV2@@Z	436	97.504585	99.06422	SOURCE_INSDEL	29	False	{'register': 33, 'immediate': 2, 'branchdest': 1}	src/system/rndobj/Mesh.cpp
default/PlayerLeaderboards	?OnSelectRow@PlayerLeaderboard@@UAA?AVSymbol@@HPAVBandUser@@@Z	436	23.073395	23.944954	SOURCE_INSDEL	98	False	{'opcode': 3, 'immediate': 5, 'register': 17, 'branchdest': 1, 'relocname': 1}	src/band3/meta_band/PlayerLeaderboards.cpp
default/Geo	?Intersect@@YA_NABVSegment@@ABVTriangle@@_NAAM@Z	432	97.19444	98.12037	CODEGEN_ORDERING	15	True	{'register': 20, 'immediate': 3}	src/system/math/Geo.cpp
default/Archive	?GetFileInfo@Archive@@QAA_NPBDAAHAA_K11@Z	432	97.916664	97.96296	SOURCE_INSDEL	4	False	{'opcode': 2, 'branchdest': 1}	src/system/os/Archive.cpp
default/PracticePanel	?Enter@PracticePanel@@UAAXXZ	432	57.73148	58.703705	SOURCE_INSDEL	64	False	{'relocname': 12, 'register': 15, 'branchdest': 1, 'opcode': 1}	src/band3/game/PracticePanel.cpp
default/LightPresetManager	?Poll@LightPresetManager@@QAAXXZ	428	92.009346	93.45795	SOURCE_INSDEL	32	False	{'register': 29, 'relocname': 2, 'branchdest': 1}	src/system/world/LightPresetManager.cpp
default/OSCMessenger	?MakeOSCAddress@OSCMessenger@@AAAHVString@@PAD@Z	428	10.485981	11.327103	SOURCE_INSDEL	112	False	{'relocname': 5, 'immediate': 3, 'register': 11, 'opcode': 8}	src/system/utl/OSCMessenger.cpp
default/Group	?_M_insert_overflow_aux@?$vector@UGroupDrawDist@@V?$StlNodeAlloc@UGroupDrawDist@@@stlpmtx_std@@@stlpmtx_std@@IAAXPAUGroupDrawDist@@ABU3@ABU__false_type@2@I_N@Z	428	91.63551	92.47664	SOURCE_INSDEL	30	False	{'register': 11, 'immediate': 10, 'relocname': 2}	src/system/rndobj/Group.cpp
default/UISlider	?PostLoad@PanelDir@@UAAXAAVBinStream@@@Z	428	51.056076	53.11215	SOURCE_INSDEL	91	False	{'immediate': 5, 'register': 28, 'opcode': 18, 'branchdest': 6}	src/system/ui/UISlider.cpp
default/network/net/NetSession	?Poll@NetSession@@UAAXXZ	428	98.943924	98.943924	SOURCE_INSDEL	14	False	{'immediate': 13}	src/network/net/NetSession.cpp
default/MasterAudio	?FillChannelListWithInactiveSlots@TrackData@@QBAXAAV?$list@HV?$StlNodeAlloc@H@stlpmtx_std@@@stlpmtx_std@@M_N@Z	424	92.76415	93.37736	SOURCE_INSDEL	15	False	{'register': 12, 'immediate': 2, 'relocname': 1}	src/system/beatmatch/MasterAudio.cpp
default/Geo	??$_S_sort@VBSPFace@@V?$StlNodeAlloc@VBSPFace@@@stlpmtx_std@@U?$less@VBSPFace@@@3@@stlpmtx_std@@YAXAAV?$list@VBSPFace@@V?$StlNodeAlloc@VBSPFace@@@stlpmtx_std@@@0@U?$less@VBSPFace@@@0@@Z	424	97.78302	98.113205	CODEGEN_ORDERING	8	True	{'relocname': 4, 'register': 3}	src/system/math/Geo.cpp
default/system/rndobj/Rnd	?UpdateRate@Rnd@@IAAXXZ	424	85.42453	85.99056	SOURCE_INSDEL	29	False	{'relocname': 4, 'immediate': 5, 'opcode': 3, 'register': 6, 'branchdest': 2}	src/system/rndobj/Rnd.cpp
default/CameraShot	??0CamShotFrame@@QAA@PAVObject@Hmx@@@Z	424	68.386795	70.41509	SOURCE_INSDEL	86	False	{'opcode': 7, 'immediate': 16, 'register': 43, 'relocname': 13}	src/system/world/CameraShot.cpp
default/system/utl/SongInfoAudioType	?SymbolToAudioType@@YA?AW4SongInfoAudioType@@VSymbol@@@Z	420	0.0	2.047619	NO_BODY/stub	249	False	{'relocname': 14, 'immediate': 26, 'register': 24, 'opcode': 1, 'branchdest': 1}	src/system/utl/SongInfoAudioType.cpp
default/FFT	?fft_real_forward_scalar@@YAHPAMK0@Z	420	83.25714	85.11429	SOURCE_INSDEL	47	False	{'opcode': 6, 'register': 39, 'relocname': 6, 'immediate': 3}	src/system/synth_xbox/FFT.cpp
default/MapFile_Xbox	?GetFunction@XboxMapFile@@QAAPBDI_N@Z	420	66.314285	67.8381	SOURCE_INSDEL	68	False	{'relocname': 3, 'immediate': 7, 'register': 26, 'opcode': 6}	src/system/os/MapFile_Xbox.cpp
default/Campaign	?_M_insert@?$_Rb_tree@VSymbol@@U?$less@VSymbol@@@stlpmtx_std@@U?$pair@$$CBVSymbol@@V1@@3@U?$_Select1st@U?$pair@$$CBVSymbol@@V1@@stlpmtx_std@@@3@U?$_MapTraitsT@U?$pair@$$CBVSymbol@@V1@@stlpmtx_std@@@priv@3@V?$StlNodeAlloc@U?$pair@$$CBVSymbol@@V1@@stlpmtx_std@@@3@@stlpmtx_std@@AAA?AU?$_Rb_tree_iterator@U?$pair@$$CBVSymbol@@V1@@stlpmtx_std@@U?$_MapTraitsT@U?$pair@$$CBVSymbol@@V1@@stlpmtx_std@@@priv@2@@2@PAU_Rb_tree_node_base@2@ABU?$pair@$$CBVSymbol@@V1@@2@00@Z	420	0.0	0.0	NO_BODY/stub	105	False	{}	src/band3/meta_band/Campaign.cpp
default/Campaign	?ConfigureCampaignLevelData@Campaign@@QAAXPAVDataArray@@@Z	420	75.0	75.190475	SOURCE_INSDEL	30	False	{'register': 1, 'relocname': 2}	src/band3/meta_band/Campaign.cpp
default/Character	?DrawShowing@Character@@UAAXXZ	416	0.0	2.5480769	NO_BODY/stub	196	False	{'relocname': 7, 'immediate': 1, 'register': 50, 'branchdest': 1, 'opcode': 1}	src/system/char/Character.cpp
default/Env	??0RndEnviron@@IAA@XZ	416	93.58654	93.63461	CODEGEN_ORDERING	9	True	{'opcode': 1, 'immediate': 2, 'register': 1}	src/system/rndobj/Env.cpp
default/SpotlightDrawer_NG	?RenderBeams@NgSpotlightDrawer@@IAAXABVMatrix4@Hmx@@@Z	416	88.25	88.82692	SOURCE_INSDEL	26	False	{'register': 7, 'opcode': 4, 'immediate': 2, 'relocname': 1}	src/system/world/SpotlightDrawer_NG.cpp
default/EntityUploader	?BeginRockCentralOps@EntityUploader@@QAAHH@Z	412	84.0	86.37864	SOURCE_INSDEL	53	False	{'register': 49, 'immediate': 3}	src/band3/net_band/EntityUploader.cpp
default/FileChecksum	?_M_insert_overflow_aux@?$vector@UChecksumData@@V?$StlNodeAlloc@UChecksumData@@@stlpmtx_std@@@stlpmtx_std@@IAAXPAUChecksumData@@ABU3@ABU__false_type@2@I_N@Z	412	93.64078	93.78641	SOURCE_INSDEL	11	False	{'relocname': 3, 'opcode': 4}	src/system/math/FileChecksum.cpp
default/Part	?UpdateRelativeXfm@RndParticleSys@@IAAXXZ	412	99.96117	99.96117	SOURCE_ARG(imm/opcode/branch)	4	True	{'immediate': 4}	src/system/rndobj/Part.cpp
default/band3/meta_band/ManageBandPanel	?RefreshAll@ManageBandPanel@@QAAXXZ	412	0.0	2.4757283	NO_BODY/stub	151	False	{'relocname': 15, 'immediate': 14, 'register': 41, 'opcode': 4, 'branchdest': 2}	src/band3/meta_band/ManageBandPanel.cpp
default/Rnd_Xbox	?PreInit@DxRnd@@QAAXPAUHWND__@@@Z	412	66.67961	66.92233	SOURCE_INSDEL	45	False	{'relocname': 4, 'register': 1, 'immediate': 7}	src/system/rnddx9/Rnd_Xbox.cpp
default/band3/meta_band/PrefabMgr	?AssignPrefabsToSlots@PrefabMgr@@QAAXXZ	412	89.20388	91.24272	SOURCE_INSDEL	38	False	{'register': 39, 'immediate': 2, 'relocname': 3}	src/band3/meta_band/PrefabMgr.cpp
default/TexBlendController	?GetBlendState@RndTexBlendController@@QBA?AW4BlendState@1@AAMM@Z	408	94.411766	94.460785	SOURCE_INSDEL	7	False	{'opcode': 1}	src/system/rndobj/TexBlendController.cpp
default/MultiTempoTempoMap	?_M_insert_overflow_aux@?$vector@UTempoInfoPoint@MultiTempoTempoMap@@V?$StlNodeAlloc@UTempoInfoPoint@MultiTempoTempoMap@@@stlpmtx_std@@@stlpmtx_std@@IAAXPAUTempoInfoPoint@MultiTempoTempoMap@@ABU34@ABU__false_type@2@I_N@Z	408	96.26471	96.411766	SOURCE_ARG(imm/opcode/branch)	15	False	{'immediate': 6, 'relocname': 3, 'opcode': 6}	src/system/utl/MultiTempoTempoMap.cpp
default/StandardStream	?PollStream@StandardStream@@QAAXXZ	408	98.06863	98.21568	SOURCE_INSDEL	9	False	{'immediate': 2, 'opcode': 1}	src/system/synth/StandardStream.cpp
default/Game	?LoadSong@Game@@QAAXXZ	408	54.490196	55.22549	SOURCE_INSDEL	60	False	{'register': 14, 'relocname': 1, 'opcode': 1, 'immediate': 2}	src/band3/game/Game.cpp
default/MemTracker	?_M_insert_overflow_aux@?$vector@UMemDiffEntry@@V?$StlNodeAlloc@UMemDiffEntry@@@stlpmtx_std@@@stlpmtx_std@@IAAXPAUMemDiffEntry@@ABU3@ABU__false_type@2@I_N@Z	404	99.78218	99.930695	SOURCE_ARG(imm/opcode/branch)	10	True	{'immediate': 7, 'relocname': 3}	src/system/utl/MemTracker.cpp
default/CharUtl	?_M_insert_overflow_aux@?$vector@VTransform@@V?$StlNodeAlloc@VTransform@@@stlpmtx_std@@@stlpmtx_std@@IAAXPAVTransform@@ABV3@ABU__false_type@2@I_N@Z	404	89.46535	90.0594	SOURCE_INSDEL	24	False	{'relocname': 5, 'opcode': 5, 'register': 7, 'immediate': 4}	src/system/char/CharUtl.cpp
default/SongCollision	?_M_insert_overflow_aux@?$vector@USongCollisionOutput@@V?$StlNodeAlloc@USongCollisionOutput@@@stlpmtx_std@@@stlpmtx_std@@IAAXPAUSongCollisionOutput@@ABU3@ABU__false_type@2@I_N@Z	404	81.81188	83.29703	SOURCE_INSDEL	52	False	{'relocname': 5, 'immediate': 7, 'opcode': 8, 'register': 25}	src/system/hamobj/SongCollision.cpp
default/GemPlayer	?_M_insert_overflow_aux@?$vector@VUpcomingFretRelease@GemPlayer@@V?$StlNodeAlloc@VUpcomingFretRelease@GemPlayer@@@stlpmtx_std@@@stlpmtx_std@@IAAXPAVUpcomingFretRelease@GemPlayer@@ABV34@ABU__false_type@2@I_N@Z	404	85.207924	86.64356	SOURCE_INSDEL	48	False	{'relocname': 4, 'immediate': 9, 'opcode': 9, 'register': 25}	src/band3/game/GemPlayer.cpp
default/SongParser	?_M_insert_overflow_aux@?$vector@U?$pair@HH@stlpmtx_std@@V?$StlNodeAlloc@U?$pair@HH@stlpmtx_std@@@2@@stlpmtx_std@@IAAXPAU?$pair@HH@2@ABU32@ABU__false_type@2@I_N@Z	404	85.15842	86.64356	SOURCE_INSDEL	49	False	{'relocname': 5, 'immediate': 9, 'opcode': 9, 'register': 25}	src/system/beatmatch/SongParser.cpp
default/GameConfig	?GetController@GameConfig@@QBA?AVSymbol@@PAVBandUser@@@Z	404	70.623764	72.25742	SOURCE_INSDEL	57	False	{'relocname': 2, 'immediate': 4, 'register': 31}	src/band3/game/GameConfig.cpp
default/Geo	?GeoInit@@YAXXZ	400	99.83	99.93	SOURCE_ARG(imm/opcode/branch)	9	True	{'immediate': 7, 'register': 2}	src/system/math/Geo.cpp
default/system/synth_xbox/Synth	?_M_insert_overflow_aux@?$vector@UXAUDIO2_SEND_DESCRIPTOR@@V?$StlNodeAlloc@UXAUDIO2_SEND_DESCRIPTOR@@@stlpmtx_std@@@stlpmtx_std@@IAAXPAUXAUDIO2_SEND_DESCRIPTOR@@ABU3@ABU__false_type@2@I_N@Z	400	93.75	95.15	SOURCE_INSDEL	37	False	{'relocname': 2, 'immediate': 5, 'register': 26, 'opcode': 3}	src/system/synth_xbox/Synth.cpp
default/Ribbon	?_M_insert_overflow_aux@?$vector@V?$Key@VTransform@@@@V?$StlNodeAlloc@V?$Key@VTransform@@@@@stlpmtx_std@@@stlpmtx_std@@IAAXPAV?$Key@VTransform@@@@ABV3@ABU__false_type@2@I_N@Z	400	89.47	89.97	SOURCE_INSDEL	22	False	{'relocname': 4, 'opcode': 5, 'register': 6, 'immediate': 3}	src/system/rndobj/Ribbon.cpp
default/BandSongMgr	?ReadCachedMetadataFromStream@BandSongMgr@@UAAXAAVBinStream@@H@Z	400	53.54	55.29	SOURCE_INSDEL	80	False	{'immediate': 11, 'register': 27, 'opcode': 4, 'branchdest': 1, 'relocname': 3}	src/band3/meta_band/BandSongMgr.cpp
default/Campaign	??0Campaign@@QAA@PAVDataArray@@@Z	400	94.75	95.0	SOURCE_INSDEL	9	False	{'relocname': 3, 'register': 2}	src/band3/meta_band/Campaign.cpp
default/LightPreset	?_M_insert_overflow_aux@?$vector@USpotlightDrawerEntry@LightPreset@@V?$StlNodeAlloc@USpotlightDrawerEntry@LightPreset@@@stlpmtx_std@@@stlpmtx_std@@IAAXPAUSpotlightDrawerEntry@LightPreset@@ABU34@ABU__false_type@2@I_N@Z	396	94.323235	94.72727	SOURCE_INSDEL	16	False	{'immediate': 7, 'relocname': 3, 'opcode': 2}	src/system/world/LightPreset.cpp
default/CharLipSync	?_M_insert_overflow_aux@?$vector@VBurst@RndParticleSys@@V?$StlNodeAlloc@VBurst@RndParticleSys@@@stlpmtx_std@@@stlpmtx_std@@IAAXPAVBurst@RndParticleSys@@ABV34@ABU__false_type@2@I_N@Z	396	93.26263	93.51515	SOURCE_INSDEL	15	False	{'immediate': 7, 'opcode': 4}	src/system/char/CharLipSync.cpp
default/MetaMaterial	?_M_insert_overflow_aux@?$vector@W4MatPropEditAction@@V?$StlNodeAlloc@W4MatPropEditAction@@@stlpmtx_std@@@stlpmtx_std@@IAAXPAW4MatPropEditAction@@ABW43@ABU__false_type@2@I_N@Z	396	0.0	0.0	NO_BODY/stub	99	False	{}	src/system/rndobj/MetaMaterial.cpp
default/Crowd	??$PropSync@UCharData@WorldCrowd@@@@YA_NAAV?$ObjList@UCharData@WorldCrowd@@@@AAVDataNode@@PAVDataArray@@HW4PropOp@@@Z	396	97.62626	97.9798	CODEGEN_ORDERING	7	True	{'register': 7}	src/system/world/Crowd.cpp
default/SpotlightDrawer_NG	?_M_fill_insert_aux@?$vector@VSpotMeshEntry@SpotlightDrawer@@V?$StlNodeAlloc@VSpotMeshEntry@SpotlightDrawer@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAVSpotMeshEntry@SpotlightDrawer@@IABV34@ABU__false_type@2@@Z	396	97.121216	97.92929	SOURCE_INSDEL	14	False	{'register': 15}	src/system/world/SpotlightDrawer_NG.cpp
default/Game	?Reset@Game@@QAAXXZ	396	99.828285	99.9798	SOURCE_ARG(imm/opcode/branch)	3	True	{'register': 2, 'immediate': 2, 'relocname': 1}	src/band3/game/Game.cpp
default/HamCamTransform	?_M_fill_insert_aux@?$vector@V?$ObjOwnerPtr@VCharClip@@@@V?$StlNodeAlloc@V?$ObjOwnerPtr@VCharClip@@@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAV?$ObjOwnerPtr@VCharClip@@@@IABV3@ABU__false_type@2@@Z	392	94.36735	95.94898	SOURCE_INSDEL	40	False	{'relocname': 7, 'immediate': 11, 'register': 22, 'opcode': 3}	src/system/hamobj/HamCamTransform.cpp
default/SongLayout	?_M_fill_insert_aux@?$vector@VSongPattern@@V?$StlNodeAlloc@VSongPattern@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAVSongPattern@@IABV3@ABU__false_type@2@@Z	392	87.744896	89.22449	SOURCE_INSDEL	44	False	{'relocname': 5, 'immediate': 10, 'register': 22, 'opcode': 4}	src/system/hamobj/SongLayout.cpp
default/CheatProvider	?_M_fill_insert_aux@?$vector@VStepMoves@@V?$StlNodeAlloc@VStepMoves@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAVStepMoves@@IABV3@ABU__false_type@2@@Z	392	0.0	0.0	NO_BODY/stub	98	False	{}	src/system/ui/CheatProvider.cpp
default/Object	?Property@Object@Hmx@@QBAPBVDataNode@@PAVDataArray@@_N@Z	388	91.41237	91.72165	SOURCE_INSDEL	16	False	{'immediate': 3, 'register': 5, 'relocname': 1}	src/system/obj/Object.cpp
default/AmbientOcclusion	?FindSplit_SAH@kdTreeNode@?$kdTree@VTriangle@@@@QAA_NABVBox@@ABV?$list@PAVTriangle@@V?$StlNodeAlloc@PAVTriangle@@@stlpmtx_std@@@stlpmtx_std@@@Z	388	95.360825	95.87629	SOURCE_INSDEL	13	False	{'register': 10}	src/system/rndobj/AmbientOcclusion.cpp
default/XLSPConnection	?Poll@XLSPConnection@@QAAXXZ	388	99.639175	99.948456	SOURCE_ARG(imm/opcode/branch)	5	False	{'branchdest': 1, 'register': 4}	src/system/net/XLSPConnection.cpp
default/MoveMgr	?_M_insert_overflow_aux@?$vector@VSpotlightEntry@SpotlightDrawer@@V?$StlNodeAlloc@VSpotlightEntry@SpotlightDrawer@@@stlpmtx_std@@@stlpmtx_std@@IAAXPAVSpotlightEntry@SpotlightDrawer@@ABV34@ABU__false_type@2@I_N@Z	388	97.50516	97.91753	SOURCE_INSDEL	12	False	{'immediate': 7, 'relocname': 3}	src/system/hamobj/MoveMgr.cpp
default/HamIKEffector	?ApplyPosConstraints@HamIKEffector@@IAAMAAVVector3@@ABV2@PAV1@@Z	388	79.77319	82.96907	SOURCE_INSDEL	60	False	{'relocname': 7, 'immediate': 12, 'register': 60, 'opcode': 4}	src/system/hamobj/HamIKEffector.cpp
default/DelayEffect	?Process@DelayEffect@@QAAXPAMHH@Z	384	86.40625	90.3125	CODEGEN_ORDERING	60	True	{'relocname': 4, 'register': 68, 'opcode': 2}	src/system/synth/DelayEffect.cpp
default/UIScreen	?Enter@UIScreen@@UAAXPAV1@@Z	384	46.010418	47.46875	SOURCE_INSDEL	79	False	{'relocname': 2, 'immediate': 4, 'register': 24, 'opcode': 4, 'branchdest': 2}	src/system/ui/UIScreen.cpp
default/PreloadPanel	?Load@PreloadPanel@@UAAXXZ	384	14.364583	16.916666	SOURCE_INSDEL	126	False	{'relocname': 17, 'immediate': 8, 'register': 31, 'opcode': 19}	src/system/meta/PreloadPanel.cpp
default/PanelDir	?PanelNav@PanelDir@@AAA_NW4JoypadAction@@W4JoypadButton@@VSymbol@@@Z	384	96.770836	96.875	SOURCE_INSDEL	5	False	{'relocname': 1, 'branchdest': 1}	src/system/ui/PanelDir.cpp
default/TrackDir	?SetupKeyShifting@TrackDir@@QAAXPAVRndDir@@@Z	384	68.927086	69.864586	SOURCE_INSDEL	51	False	{'opcode': 3, 'immediate': 13, 'register': 18, 'relocname': 4}	src/system/track/TrackDir.cpp
default/network/net/NetSession	?AddLocalUser@NetSession@@QAAXPAVLocalUser@@@Z	380	89.621056	90.04211	SOURCE_INSDEL	16	False	{'register': 6, 'relocname': 1, 'opcode': 4, 'immediate': 1}	src/network/net/NetSession.cpp
default/MetaPerformer	?SyncSave@MetaPerformer@@UBAXAAVBinStream@@I@Z	380	98.73684	98.73684	SOURCE_ARG(imm/opcode/branch)	2	False	{'opcode': 2}	src/band3/meta_band/MetaPerformer.cpp
default/GemTrackDir	?SetPitch@GemTrackDir@@QAAXM@Z	380	67.98947	68.14737	SOURCE_INSDEL	39	False	{'immediate': 6, 'register': 3, 'opcode': 2}	src/system/bandobj/GemTrackDir.cpp
default/CharGuitarString	?Poll@CharGuitarString@@UAAXXZ	376	96.84042	98.64893	SOURCE_ARG(imm/opcode/branch)	22	True	{'immediate': 7, 'register': 34, 'opcode': 2}	src/system/char/CharGuitarString.cpp
default/BandDirector	?Poll@BandDirector@@UAAXXZ	372	97.7957	97.849464	CODEGEN_ORDERING	3	True	{'branchdest': 1}	src/system/bandobj/BandDirector.cpp
default/BandWardrobe	?ValidGenreGender@BandWardrobe@@QAA_NPAVCamShot@@@Z	372	50.27957	51.51613	SOURCE_INSDEL	67	False	{'relocname': 2, 'immediate': 4, 'register': 20}	src/system/bandobj/BandWardrobe.cpp
default/Geo	?GrowToContain@Sphere@@QAAXABV1@@Z	372	99.11828	99.97849	SOURCE_ARG(imm/opcode/branch)	11	True	{'register': 16, 'immediate': 2}	src/system/math/Geo.cpp
default/Geo	??O@YA_NABVSphere@@ABVFrustum@@@Z	372	97.956985	98.27957	SOURCE_INSDEL	6	False	{'register': 6, 'opcode': 1}	src/system/math/Geo.cpp
default/Mesh	??$PropSync@VRndBone@@@@YA_NAAV?$ObjVector@VRndBone@@@@AAVDataNode@@PAVDataArray@@HW4PropOp@@@Z	372	90.32258	91.82796	SOURCE_INSDEL	29	False	{'relocname': 3, 'register': 25, 'opcode': 1}	src/system/rndobj/Mesh.cpp
default/CharLipSync	?_M_insert_overflow_aux@?$vector@UWeight@Generator@CharLipSync@@V?$StlNodeAlloc@UWeight@Generator@CharLipSync@@@stlpmtx_std@@@stlpmtx_std@@IAAXPAUWeight@Generator@CharLipSync@@ABU345@ABU__false_type@2@I_N@Z	372	90.49462	90.70968	SOURCE_INSDEL	16	False	{'opcode': 1, 'immediate': 4, 'relocname': 1, 'register': 3}	src/system/char/CharLipSync.cpp
default/FreestylePanel	?Poll@FreestylePanel@@UAAXXZ	372	96.55914	96.77419	SOURCE_INSDEL	7	False	{'register': 4}	src/band3/game/FreestylePanel.cpp
default/system/rndobj/Utl	?UtilDrawSphere@@YAXABVVector3@@MABVColor@Hmx@@@Z	368	85.152176	85.36957	CODEGEN_ORDERING	23	True	{'opcode': 9, 'register': 4, 'immediate': 6}	src/system/rndobj/Utl.cpp
default/BandCamShot	?SetFrame@BandCamShot@@UAAXMM@Z	364	91.8022	92.07692	SOURCE_INSDEL	13	False	{'register': 5, 'opcode': 2, 'immediate': 1}	src/system/bandobj/BandCamShot.cpp
default/Mesh	??5@YAAAVBinStreamRev@@AAV0@AAVVert@RndMesh@@@Z	364	97.14286	98.9011	SOURCE_INSDEL	33	False	{'register': 32, 'relocname': 4}	src/system/rndobj/Mesh.cpp
default/Text	?UpdateText@RndText@@QAAX_N@Z	364	77.04395	77.92308	SOURCE_INSDEL	36	False	{'relocname': 2, 'opcode': 9, 'register': 13, 'immediate': 5, 'branchdest': 1}	src/system/rndobj/Text.cpp
default/MakeString	?NextBuf@@YAPADXZ	364	97.61539	98.76923	SOURCE_INSDEL	24	False	{'relocname': 1, 'register': 20, 'immediate': 12}	src/system/utl/MakeString.cpp
default/Lit	?Copy@RndLight@@UAAXPBVObject@Hmx@@W4CopyType@23@@Z	364	95.60439	95.60439	SOURCE_INSDEL	4	False	{}	src/system/rndobj/Lit.cpp
default/MetaPerformer	?GetHighestDifficultyForPart@MetaPerformer@@QBAHVSymbol@@@Z	364	62.67033	64.81319	SOURCE_INSDEL	63	False	{'register': 37, 'relocname': 3, 'immediate': 4}	src/band3/meta_band/MetaPerformer.cpp
default/TourDescPanel	?LoadIcons@TourDescPanel@@QAAXXZ	360	92.96667	93.91111	SOURCE_INSDEL	27	False	{'relocname': 4, 'immediate': 8, 'register': 13, 'opcode': 4}	src/band3/tour/TourDescPanel.cpp
default/BoxMap	?ApplyLight@BoxMapLighting@@ABAXABV?$BoxLightArray@ULightParams_Spot@BoxMapLighting@@$0DC@@@ABVVector3@@@Z	360	61.055557	65.72222	SOURCE_INSDEL	85	False	{'relocname': 6, 'branchdest': 1, 'register': 76, 'immediate': 15, 'opcode': 6}	src/system/rndobj/BoxMap.cpp
default/UIList	?Copy@UIList@@UAAXPBVObject@Hmx@@W4CopyType@23@@Z	360	64.86667	66.7	SOURCE_INSDEL	59	False	{'register': 24, 'relocname': 8, 'opcode': 3, 'immediate': 1}	src/system/ui/UIList.cpp
default/system/rnddx9/Rnd	?DrawLine@DxRnd@@UAAXABVVector3@@0ABVColor@Hmx@@_N@Z	360	98.08889	98.64445	SOURCE_ARG(imm/opcode/branch)	10	True	{'register': 10, 'immediate': 2, 'opcode': 2}	src/system/rnddx9/Rnd.cpp
default/rtti	__RTDynamicCast	360	0.0	0.0	NO_BODY/stub	90	False	{}	src/xdk/LIBCMT/rtti.cpp
default/AccomplishmentPanel	?Mat@AccomplishmentProvider@@UBAPAVRndMat@@HHPAVUIListMesh@@@Z	360	97.111115	97.111115	SOURCE_INSDEL	3	False	{'opcode': 1}	src/band3/meta_band/AccomplishmentPanel.cpp
default/OutfitConfig	?PropSync@@YA_NAAVMeshAO@OutfitConfig@@AAVDataNode@@PAVDataArray@@HW4PropOp@@@Z	360	59.922222	62.2	SOURCE_INSDEL	70	False	{'relocname': 6, 'immediate': 4, 'register': 38}	src/system/bandobj/OutfitConfig.cpp
