unit	sym	billed	fuzzy	mpn	cls	n_charged	same_opcode_multiset	argkinds	src
default/UILabel	?AsyncStart@CBaseSkin@LEAPCORE@@AAAXXZ	84	0.0	0.0	NO_BODY/stub	21	False	{}	src/system/ui/UILabel.cpp
default/TypeProps	?InsertArrayValue@TypeProps@@QAAXVSymbol@@HABVDataNode@@@Z	84	16.666666	18.095238	SOURCE_INSDEL	22	False	{'opcode': 2, 'register': 6}	src/system/obj/TypeProps.cpp
default/Morph	??$__uninitialized_copy@PAVMoveFrame@@PAV1@@stlpmtx_std@@YAPAVMoveFrame@@PAV1@00ABU__false_type@0@@Z	84	3.952381	5.6190476	SOURCE_INSDEL	29	False	{'opcode': 3, 'immediate': 2, 'register': 5, 'branchdest': 1, 'relocname': 1}	src/system/rndobj/Morph.cpp
default/Crowd	??0Char3D@CharData@WorldCrowd@@QAA@ABU012@@Z	84	15.333333	17.0	SOURCE_INSDEL	27	False	{'opcode': 4, 'immediate': 3, 'register': 6, 'relocname': 1}	src/system/world/Crowd.cpp
default/UIList	??$__destroy_mv_srcs@PAV?$vector@VVector3@@V?$StlNodeAlloc@VVector3@@@stlpmtx_std@@@stlpmtx_std@@V12@@stlpmtx_std@@YAXPAV?$vector@VVector3@@V?$StlNodeAlloc@VVector3@@@stlpmtx_std@@@0@00@Z	84	99.71429	99.95238	SOURCE_ARG(imm/opcode/branch)	2	True	{'relocname': 1, 'immediate': 1}	src/system/ui/UIList.cpp
default/MakeString	??0FormatString@@QAA@PBD@Z	84	89.90476	90.38095	SOURCE_INSDEL	4	False	{'register': 2, 'immediate': 2}	src/system/utl/MakeString.cpp
default/Song	?_M_create_node@?$_Rb_tree@HU?$less@H@stlpmtx_std@@U?$pair@$$CBHVSymbol@@@2@U?$_Select1st@U?$pair@$$CBHVSymbol@@@stlpmtx_std@@@2@U?$_MapTraitsT@U?$pair@$$CBHVSymbol@@@stlpmtx_std@@@priv@2@V?$StlNodeAlloc@U?$pair@$$CBHVSymbol@@@stlpmtx_std@@@2@@stlpmtx_std@@IAAPAU_Rb_tree_node_base@2@ABU?$pair@$$CBHVSymbol@@@2@@Z	84	94.28571	94.28571	SOURCE_ARG(imm/opcode/branch)	2	False	{'opcode': 2}	src/system/utl/Song.cpp
default/NetCacheMgr	??0NetLoaderRef@@QAA@ABU0@@Z	84	46.142857	46.61905	SOURCE_INSDEL	14	False	{'opcode': 2, 'relocname': 1, 'register': 1, 'immediate': 1}	src/system/utl/NetCacheMgr.cpp
default/Rnd_Xbox	??1CSequentialReadMem@NUISPEECH@@UAA@XZ	84	0.0	0.0	NO_BODY/stub	21	False	{}	src/system/rnddx9/Rnd_Xbox.cpp
default/StorePanel	??_ECharServoBone@@UAAPAXI@Z	84	0.0	0.0	NO_BODY/stub	21	False	{}	src/system/meta/StorePanel.cpp
default/band3/meta_band/NewAwardPanel	??_GNewAwardPanel@@UAAPAXI@Z	84	90.2381	90.47619	SOURCE_INSDEL	3	False	{'relocname': 1}	src/band3/meta_band/NewAwardPanel.cpp
default/GameMicManager	??_EGameMicManager@@UAAPAXI@Z	84	0.0	0.0	NO_BODY/stub	21	False	{}	src/band3/game/GameMicManager.cpp
default/MetaPerformer	??_EBandSongMgr@@UAAPAXI@Z	84	0.0	0.0	NO_BODY/stub	21	False	{}	src/band3/meta_band/MetaPerformer.cpp
default/TrackWatcherImpl	??$adjacent_find@PA_KU?$equal_to@_K@stlpmtx_std@@@stlpmtx_std@@YAPA_KPA_K0U?$equal_to@_K@0@@Z	84	0.0	0.0	NO_BODY/stub	21	False	{}	src/system/beatmatch/TrackWatcherImpl.cpp
default/TrackWatcherImpl	??$__unguarded_insertion_sort_aux@PA_K_KU?$less@_K@stlpmtx_std@@@stlpmtx_std@@YAXPA_K00U?$less@_K@0@@Z	84	0.0	0.0	NO_BODY/stub	21	False	{}	src/system/beatmatch/TrackWatcherImpl.cpp
default/DuplicatedObject	?IsInDuplicationSet@DuplicatedObject@Quazal@@QBA_NVDOHandle@2@@Z	84	1.2380953	6.0	SOURCE_INSDEL	34	False	{'immediate': 14, 'register': 20, 'opcode': 1}	src/network/ObjDup/DuplicatedObject.cpp
default/CampaignSongInfoPanel	?Unload@CampaignSongInfoPanel@@UAAXXZ	84	99.90476	99.90476	SOURCE_ARG(imm/opcode/branch)	2	True	{'immediate': 2}	src/band3/meta_band/CampaignSongInfoPanel.cpp
default/Cam	?_outline_SetFrustum@@YAXPAVRndCam@@MMMM@Z	84	0.0	1.6666666	NO_BODY/stub	30	False	{'opcode': 7, 'register': 7, 'immediate': 5}	src/system/rndobj/Cam.cpp
default/ClipDistMap	??$__destroy_range@PAUDistEntry@@U1@@stlpmtx_std@@YAXPAUDistEntry@@00@Z	84	99.71429	99.95238	SOURCE_ARG(imm/opcode/branch)	2	True	{'relocname': 1, 'immediate': 1}	src/system/char/ClipDistMap.cpp
default/system/utl/DeJitter	?NewMs@DeJitter@@QAAMMAAM@Z	84	0.0	5.2380953	NO_BODY/stub	122	False	{'immediate': 5, 'register': 15, 'relocname': 2, 'opcode': 5}	src/system/utl/DeJitter.cpp
default/BandWardrobe	?SyncVignetteInterest@BandWardrobe@@QAAXH@Z	80	93.5	95.0	SOURCE_INSDEL	5	False	{'register': 6}	src/system/bandobj/BandWardrobe.cpp
default/Rand	?Seed@Rand@@QAAXH@Z	80	82.25	84.0	SOURCE_INSDEL	9	False	{'register': 7, 'opcode': 2}	src/system/math/Rand.cpp
default/MeshAnim	??$__destroy_range@PAV?$Key@V?$vector@VColor@Hmx@@V?$StlNodeAlloc@VColor@Hmx@@@stlpmtx_std@@@stlpmtx_std@@@@V1@@stlpmtx_std@@YAXPAV?$Key@V?$vector@VColor@Hmx@@V?$StlNodeAlloc@VColor@Hmx@@@stlpmtx_std@@@stlpmtx_std@@@@00@Z	80	91.7	91.95	SOURCE_INSDEL	4	False	{'opcode': 1, 'relocname': 1, 'immediate': 1}	src/system/rndobj/MeshAnim.cpp
default/system/synth_xbox/Synth	??$__uninitialized_fill_n@PAUXAUDIO2_SEND_DESCRIPTOR@@IU1@@stlpmtx_std@@YAPAUXAUDIO2_SEND_DESCRIPTOR@@PAU1@IABU1@ABU__false_type@0@@Z	80	40.75	42.0	SOURCE_INSDEL	17	False	{'opcode': 6, 'register': 5}	src/system/synth_xbox/Synth.cpp
default/HamCamTransform	??$_Destroy_Range@PAUNavItem@HamNavProvider@@@stlpmtx_std@@YAXPAUNavItem@HamNavProvider@@0@Z	80	99.7	99.95	SOURCE_ARG(imm/opcode/branch)	2	True	{'relocname': 1, 'immediate': 1}	src/system/hamobj/HamCamTransform.cpp
default/HamCamTransform	??$_Destroy_Range@PAUCharInterestState@CharEyes@@@stlpmtx_std@@YAXPAUCharInterestState@CharEyes@@0@Z	80	99.95	99.95	SOURCE_ARG(imm/opcode/branch)	1	True	{'immediate': 1}	src/system/hamobj/HamCamTransform.cpp
default/HamCamTransform	??0TransformArea@@QAA@ABV0@@Z	80	13.55	14.8	SOURCE_INSDEL	22	False	{'relocname': 1, 'register': 4, 'immediate': 4}	src/system/hamobj/HamCamTransform.cpp
default/Character	??$_Destroy_Range@PAULod@Character@@@stlpmtx_std@@YAXPAULod@Character@@0@Z	80	99.7	99.95	SOURCE_ARG(imm/opcode/branch)	2	True	{'relocname': 1, 'immediate': 1}	src/system/char/Character.cpp
default/Flow	??$__destroy_range@PAUDynamicPropertyEntry@Flow@@U12@@stlpmtx_std@@YAXPAUDynamicPropertyEntry@Flow@@00@Z	80	99.7	99.95	SOURCE_ARG(imm/opcode/branch)	2	True	{'relocname': 1, 'immediate': 1}	src/system/flow/Flow.cpp
default/SongLayout	??$__destroy_range_aux@V?$reverse_iterator@PAVSongPattern@@@stlpmtx_std@@@stlpmtx_std@@YAXV?$reverse_iterator@PAVSongPattern@@@0@0ABU__false_type@0@@Z	80	39.45	41.45	SOURCE_INSDEL	17	False	{'register': 4, 'opcode': 1, 'branchdest': 1}	src/system/hamobj/SongLayout.cpp
default/HamListRibbon	??_GHamListRibbon@@UAAPAXI@Z	80	99.7	99.95	SOURCE_ARG(imm/opcode/branch)	2	True	{'immediate': 1, 'relocname': 1}	src/system/hamobj/HamListRibbon.cpp
default/CharIKHand	??$_Destroy_Range@PAUIKTarget@CharIKHand@@@stlpmtx_std@@YAXPAUIKTarget@CharIKHand@@0@Z	80	99.7	99.95	SOURCE_ARG(imm/opcode/branch)	2	True	{'relocname': 1, 'immediate': 1}	src/system/char/CharIKHand.cpp
default/MoveMgr	?OnRandomSeed@CameraManager@@AAA?AVDataNode@@PAVDataArray@@@Z	80	82.15	83.9	SOURCE_INSDEL	13	False	{'immediate': 3, 'register': 6, 'opcode': 2, 'relocname': 1}	src/system/hamobj/MoveMgr.cpp
default/Watcher	??$__destroy_range@PAU?$pair@PAVDataArray@@VDataNode@@@stlpmtx_std@@U12@@stlpmtx_std@@YAXPAU?$pair@PAVDataArray@@VDataNode@@@0@00@Z	80	94.45	94.95	SOURCE_INSDEL	4	False	{'relocname': 1, 'immediate': 1}	src/system/rndobj/Watcher.cpp
default/MeterDisplay	??_GMeterDisplay@@UAAPAXI@Z	80	99.45	99.95	SOURCE_ARG(imm/opcode/branch)	3	True	{'immediate': 1, 'relocname': 2}	src/system/hamobj/MeterDisplay.cpp
default/WaveFile	??$_M_allocate_and_copy@PAVVector2@@@?$vector@VVector2@@V?$StlNodeAlloc@VVector2@@@stlpmtx_std@@@stlpmtx_std@@IAAPAVVector2@@IPAV2@0@Z	80	12.4	15.9	SOURCE_INSDEL	29	False	{'relocname': 3, 'immediate': 2, 'register': 11, 'opcode': 3}	src/system/utl/WaveFile.cpp
default/PropKeys	??$_Destroy_Range@PAUEntry@LocalePanel@@@stlpmtx_std@@YAXPAUEntry@LocalePanel@@0@Z	80	96.7	96.95	SOURCE_ARG(imm/opcode/branch)	3	False	{'opcode': 1, 'relocname': 1, 'immediate': 1}	src/system/rndobj/PropKeys.cpp
default/MidiReader	?pow@@YAMMH@Z	80	83.25	85.0	SOURCE_INSDEL	8	False	{'register': 7, 'relocname': 1}	src/system/midi/MidiReader.cpp
default/DataPointMgr	?GameModeTerminate@@YAXXZ	80	0.0	0.0	NO_BODY/stub	20	False	{}	src/system/utl/DataPointMgr.cpp
default/system/rnddx9/ShaderMgr	?Compress@DxTex@@UAAXW4AlphaCompress@RndTex@@@Z	80	0.0	0.0	NO_BODY/stub	20	False	{}	src/system/rnddx9/ShaderMgr.cpp
default/system/rnddx9/ShaderMgr	?TexelsPitch@DxTex@@UBAIXZ	80	0.0	0.0	NO_BODY/stub	20	False	{}	src/system/rnddx9/ShaderMgr.cpp
default/ScreenMask	??_GRndScreenMask@@UAAPAXI@Z	80	99.45	99.95	SOURCE_ARG(imm/opcode/branch)	3	True	{'immediate': 1, 'relocname': 2}	src/system/rndobj/ScreenMask.cpp
default/Screenshot	??_ERndDrawable@@UAAPAXI@Z	80	0.0	0.0	NO_BODY/stub	20	False	{}	src/system/ui/Screenshot.cpp
default/CharFeedback	??_GCharFeedback@@UAAPAXI@Z	80	99.45	99.95	SOURCE_ARG(imm/opcode/branch)	3	True	{'immediate': 1, 'relocname': 2}	src/system/hamobj/CharFeedback.cpp
default/MidiInstrument	?Start@NoteVoiceInst@@UAAXXZ	80	43.0	44.75	SOURCE_INSDEL	19	False	{'register': 7, 'immediate': 5}	src/system/synth/MidiInstrument.cpp
default/Ribbon	??_GRndRibbon@@UAAPAXI@Z	80	99.7	99.95	SOURCE_ARG(imm/opcode/branch)	2	True	{'immediate': 1, 'relocname': 1}	src/system/rndobj/Ribbon.cpp
default/band3/game/RGTrainerPanel	?Poll@RGTrainerPanel@@UAAXXZ	80	59.7	59.95	SOURCE_INSDEL	10	False	{'immediate': 1, 'branchdest': 1}	src/band3/game/RGTrainerPanel.cpp
default/band3/game/Stats	??$__destroy_range@PAUFrame@RhythmDetector@@U12@@stlpmtx_std@@YAXPAUFrame@RhythmDetector@@00@Z	80	91.7	91.95	SOURCE_INSDEL	4	False	{'opcode': 1, 'relocname': 1, 'immediate': 1}	src/band3/game/Stats.cpp
default/band3/meta_band/AssetProvider	??$__insertion_sort@PAPAVUIListWidget@@PAV1@UWidgetDrawSort@?A0x530db9db@@@stlpmtx_std@@YAXPAPAVUIListWidget@@00UWidgetDrawSort@?A0x530db9db@@@Z	80	0.0	0.0	NO_BODY/stub	20	False	{}	src/band3/meta_band/AssetProvider.cpp
default/Leaderboard	??$_Destroy_Range@PAVLeaderboardRow@@@stlpmtx_std@@YAXPAVLeaderboardRow@@0@Z	80	99.95	99.95	SOURCE_ARG(imm/opcode/branch)	1	True	{'immediate': 1}	src/band3/meta_band/Leaderboard.cpp
default/MetaPanel	?IsLoaded@MetaPanel@@UBA_NXZ	80	90.0	90.0	SOURCE_INSDEL	2	False	{}	src/band3/meta_band/MetaPanel.cpp
default/UIEventMgr	?Terminate@UIEventMgr@@SAXXZ	80	83.45	84.95	SOURCE_INSDEL	7	False	{'register': 6, 'relocname': 1, 'immediate': 1}	src/band3/meta_band/UIEventMgr.cpp
default/RockCentral	??_GBinStream@@UAAPAXI@Z	76	0.0	0.0	NO_BODY/stub	19	False	{}	src/band3/net_band/RockCentral.cpp
default/BandCamShot	??_GBandConfiguration@@UAAPAXI@Z	76	0.0	0.0	NO_BODY/stub	19	False	{}	src/system/bandobj/BandCamShot.cpp
default/BandWardrobe	?SyncEnableBlinks@BandWardrobe@@QAAXH@Z	76	93.1579	94.73684	SOURCE_INSDEL	5	False	{'register': 6}	src/system/bandobj/BandWardrobe.cpp
default/TrackPanelDir	??_G?$ObjPtr@VGemTrackDir@@@@UAAPAXI@Z	76	0.0	0.0	NO_BODY/stub	19	False	{}	src/system/bandobj/TrackPanelDir.cpp
default/MusicLibrary	??_GSetUserDifficultyMsg@@UAAPAXI@Z	76	65.52631	66.31579	SOURCE_INSDEL	11	False	{'register': 2, 'opcode': 4, 'relocname': 1}	src/band3/meta_band/MusicLibrary.cpp
default/StreakMeter	??_G?$ObjPtr@VSequence@@@@UAAPAXI@Z	76	0.0	0.0	NO_BODY/stub	19	False	{}	src/system/bandobj/StreakMeter.cpp
default/CharClip	?_M_create_node@?$_Rb_tree@HU?$less@H@stlpmtx_std@@U?$pair@$$CBHM@2@U?$_Select1st@U?$pair@$$CBHM@stlpmtx_std@@@2@U?$_MapTraitsT@U?$pair@$$CBHM@stlpmtx_std@@@priv@2@V?$StlNodeAlloc@U?$pair@$$CBHM@stlpmtx_std@@@2@@stlpmtx_std@@IAAPAU_Rb_tree_node_base@2@ABU?$pair@$$CBHM@2@@Z	76	89.42105	89.42105	SOURCE_INSDEL	3	False	{'immediate': 1}	src/system/char/CharClip.cpp
default/CharClipGroup	?HasClip@CharClipGroup@@QBA_NPAVCharClip@@@Z	76	0.0	1.3157895	NO_BODY/stub	27	False	{'opcode': 8, 'register': 5, 'immediate': 1}	src/system/char/CharClipGroup.cpp
default/UI	?NewObject@UIPanel@@SAPAVObject@Hmx@@XZ	76	68.36842	68.36842	SOURCE_INSDEL	7	False	{'immediate': 1}	src/system/ui/UI.cpp
default/HamCamTransform	?Load@TransformCrowd@@QAAXAAVBinStream@@@Z	76	77.57895	78.89474	SOURCE_INSDEL	9	False	{'register': 3, 'immediate': 1, 'relocname': 2}	src/system/hamobj/HamCamTransform.cpp
default/Character	??_G?$ObjOwnerPtr@VCharInterest@@@@UAAPAXI@Z	76	0.0	0.0	NO_BODY/stub	19	False	{}	src/system/char/Character.cpp
default/band3/tour/GigFilter	??_GQuestJournal@@UAAPAXI@Z	76	0.0	0.0	NO_BODY/stub	19	False	{}	src/band3/tour/GigFilter.cpp
default/PropKeys	?Release@DataArray@@QAAXXZ	76	0.0	0.0	NO_BODY/stub	19	False	{}	src/system/rndobj/PropKeys.cpp
default/CameraManager	??_GCameraManager@@UAAPAXI@Z	76	94.210526	94.73684	SOURCE_INSDEL	3	False	{'register': 1, 'relocname': 1}	src/system/world/CameraManager.cpp
default/system/rndobj/CubeTex	??_G?$ObjPtr@VRndEnviron@@@@UAAPAXI@Z	76	0.0	0.0	NO_BODY/stub	19	False	{}	src/system/rndobj/CubeTex.cpp
default/MemcardMgr_Xbox	?SetPadContext@PlatformMgr@@QBAXHHH@Z	76	0.0	0.0	NO_BODY/stub	19	False	{}	src/system/meta/MemcardMgr_Xbox.cpp
default/system/synth/FxSendSynapse	??_GStream@@UAAPAXI@Z	76	0.0	0.0	NO_BODY/stub	19	False	{}	src/system/synth/FxSendSynapse.cpp
default/Screenshot	??_G?$ObjPtrList@VCharacter@@VObjectDir@@@@UAAPAXI@Z	76	0.0	0.0	NO_BODY/stub	19	False	{}	src/system/ui/Screenshot.cpp
default/system/synth_xbox/FxSendPitchShift	?SyncEffectParams@FxSendPitchShift360@@UBAXPAUIXAudio2SubmixVoice@@@Z	76	0.0	0.0	NO_BODY/stub	19	False	{}	src/system/synth_xbox/FxSendPitchShift.cpp
default/SessionJobs_Xbox	??0RemoveLocalPlayerJob@@QAA@PAXH@Z	76	99.42105	99.947365	SOURCE_ARG(imm/opcode/branch)	3	True	{'register': 1, 'relocname': 1, 'immediate': 1}	src/system/net/SessionJobs_Xbox.cpp
default/MidiInstrument	??_GUpdateUserDataMsg@@UAAPAXI@Z	76	0.0	0.0	NO_BODY/stub	19	False	{}	src/system/synth/MidiInstrument.cpp
default/MidiInstrument	??_GDataArrayMsg@@UAAPAXI@Z	76	0.0	0.0	NO_BODY/stub	19	False	{}	src/system/synth/MidiInstrument.cpp
default/FlowValueCase	??_G?$ObjPtrList@VCharWeightable@@VObjectDir@@@@UAAPAXI@Z	76	0.0	0.0	NO_BODY/stub	19	False	{}	src/system/flow/FlowValueCase.cpp
default/DirUnloader	??_GDxRnd@@UAAPAXI@Z	76	0.0	0.0	NO_BODY/stub	19	False	{}	src/system/obj/DirUnloader.cpp
default/DirUnloader	??_EDirUnloader@@UAAPAXI@Z	76	0.0	0.0	NO_BODY/stub	19	False	{}	src/system/obj/DirUnloader.cpp
default/UITransitionHandler	??_GSortNode@@UAAPAXI@Z	76	0.0	0.0	NO_BODY/stub	19	False	{}	src/system/ui/UITransitionHandler.cpp
default/network/net/NetSession	??_EMemStream@@UAAPAXI@Z	76	0.0	0.0	NO_BODY/stub	19	False	{}	src/network/net/NetSession.cpp
default/GemTrackDir	??_G?$ObjPtr@VOverdriveMeter@@@@UAAPAXI@Z	76	0.0	0.0	NO_BODY/stub	19	False	{}	src/system/bandobj/GemTrackDir.cpp
default/NoteTube	??_ECXboxRendererConnection@LEAPCORE@@UAAPAXI@Z	76	0.0	0.0	NO_BODY/stub	19	False	{}	src/system/bandobj/NoteTube.cpp
default/Faders	??_G?$ObjPtr@VRndDrawable@@@@UAAPAXI@Z	76	0.0	0.0	NO_BODY/stub	19	False	{}	src/system/synth/Faders.cpp
default/system/synth/Synth	??_G?$ObjPtr@VSynthSample@@@@UAAPAXI@Z	76	0.0	0.0	NO_BODY/stub	19	False	{}	src/system/synth/Synth.cpp
default/band3/game/PresenceMgr	??_GMusicLibraryTaskMsg@@UAAPAXI@Z	76	0.0	0.0	NO_BODY/stub	19	False	{}	src/band3/game/PresenceMgr.cpp
default/Main	main	76	96.8421	96.8421	SOURCE_ARG(imm/opcode/branch)	1	False	{'opcode': 1}	src/Main.cpp
default/BandCamShot	??$_Destroy_Range@V?$reverse_iterator@PAVSingerStats@@@stlpmtx_std@@@stlpmtx_std@@YAXV?$reverse_iterator@PAVSingerStats@@@0@0@Z	72	0.0	1.1111112	NO_BODY/stub	27	False	{'register': 3, 'immediate': 3, 'opcode': 3}	src/system/bandobj/BandCamShot.cpp
default/JoypadClient	?InitXinputJoypadThreadData@?A0x439b694a@@YAXXZ	72	0.0	0.0	NO_BODY/stub	18	False	{}	src/system/os/JoypadClient.cpp
default/DataFunc	?DataSyncReloadLocale@@YA?AVDataNode@@PAVDataArray@@@Z	72	84.94444	85.5	CODEGEN_ORDERING	5	True	{'register': 1, 'immediate': 1, 'relocname': 1, 'opcode': 1}	src/system/obj/DataFunc.cpp
default/EventTrigger	?_M_create_node@?$list@UAnim@EventTrigger@@V?$StlNodeAlloc@UAnim@EventTrigger@@@stlpmtx_std@@@stlpmtx_std@@IAAPAU_List_node_base@2@ABUAnim@EventTrigger@@@Z	72	99.666664	99.94444	SOURCE_ARG(imm/opcode/branch)	2	True	{'immediate': 1, 'relocname': 1}	src/system/rndobj/EventTrigger.cpp
default/system/rndobj/Rnd	?NewObject@Object@Hmx@@SAPAV12@XZ	72	0.0	0.0	NO_BODY/stub	18	False	{}	src/system/rndobj/Rnd.cpp
default/Character	??$__destroy_mv_srcs@V?$reverse_iterator@PAV?$ObjVector@ULod@Character@@@@@stlpmtx_std@@V?$ObjVector@ULod@Character@@@@@stlpmtx_std@@YAXV?$reverse_iterator@PAV?$ObjVector@ULod@Character@@@@@0@0PAV?$ObjVector@ULod@Character@@@@@Z	72	22.222221	23.333334	SOURCE_INSDEL	18	False	{'opcode': 3, 'register': 3, 'relocname': 1}	src/system/char/Character.cpp
default/Character	?resize@?$ObjVector@ULod@Character@@@@QAAXI@Z	72	70.94444	72.05556	SOURCE_INSDEL	11	False	{'immediate': 3, 'register': 3, 'relocname': 1}	src/system/char/Character.cpp
default/HamMove	??$__uninitialized_copy@PAUNode@?$ObjPtrVec@VObject@Hmx@@VObjectDir@@@@PAU12@@stlpmtx_std@@YAPAUNode@?$ObjPtrVec@VObject@Hmx@@VObjectDir@@@@PAU12@00ABU__false_type@0@@Z	72	0.0	1.9444444	NO_BODY/stub	35	False	{'opcode': 3, 'register': 4}	src/system/hamobj/HamMove.cpp
default/Morph	??$?5UWeight@@@@YAAAVBinStreamRev@@AAV0@AAV?$Key@UWeight@@@@@Z	72	94.44444	94.44444	SOURCE_INSDEL	1	False	{}	src/system/rndobj/Morph.cpp
default/MemMgr	?MemFreeH@@YAXPAVMemHandle@@@Z	72	0.0	0.0	NO_BODY/stub	18	False	{}	src/system/utl/MemMgr.cpp
default/RhythmDetector	?_M_create_node@?$list@UFrame@RhythmDetector@@V?$StlNodeAlloc@UFrame@RhythmDetector@@@stlpmtx_std@@@stlpmtx_std@@IAAPAU_List_node_base@2@ABUFrame@RhythmDetector@@@Z	72	99.666664	99.94444	SOURCE_ARG(imm/opcode/branch)	2	True	{'immediate': 1, 'relocname': 1}	src/system/hamobj/RhythmDetector.cpp
default/MoggClipMap	?IsInPartyWithOthers@PlatformMgr@@QAA_NXZ	72	0.0	0.0	NO_BODY/stub	18	False	{}	src/system/synth/MoggClipMap.cpp
default/Msg	?_M_create_node@?$list@UEventSinkElem@MsgSinks@@V?$StlNodeAlloc@UEventSinkElem@MsgSinks@@@stlpmtx_std@@@stlpmtx_std@@IAAPAU_List_node_base@2@ABUEventSinkElem@MsgSinks@@@Z	72	99.94444	99.94444	SOURCE_ARG(imm/opcode/branch)	1	True	{'immediate': 1}	src/system/obj/Msg.cpp
default/Cheats	?_M_create_node@?$list@UPropTriggerDefn@FlowTrigger@@V?$StlNodeAlloc@UPropTriggerDefn@FlowTrigger@@@stlpmtx_std@@@stlpmtx_std@@IAAPAU_List_node_base@2@ABUPropTriggerDefn@FlowTrigger@@@Z	72	99.666664	99.94444	SOURCE_ARG(imm/opcode/branch)	2	True	{'immediate': 1, 'relocname': 1}	src/system/utl/Cheats.cpp
default/Graph	??0DrawString3D@@QAA@PBDABVVector3@@ABVColor@Hmx@@@Z	72	0.0	1.6666666	NO_BODY/stub	29	False	{'immediate': 4, 'register': 6, 'opcode': 4}	src/system/rndobj/Graph.cpp
default/Rnd_Xbox	?resize@?$vector@URndPointTest@NgRnd@@V?$StlNodeAlloc@URndPointTest@NgRnd@@@stlpmtx_std@@@stlpmtx_std@@QAAXIABURndPointTest@NgRnd@@@Z	72	0.0	0.8333333	NO_BODY/stub	28	False	{'opcode': 5, 'register': 1, 'immediate': 1}	src/system/rnddx9/Rnd_Xbox.cpp
default/system/rnddx9/ShaderMgr	?GetRT@DxTex@@QAAPAUD3DSurface@@XZ	72	0.0	0.0	NO_BODY/stub	18	False	{}	src/system/rnddx9/ShaderMgr.cpp
default/system/synth_xbox/FxSendSynapse	?CreateFx@FxSendSynapse360@@MAAPAUIUnknown@@XZ	72	0.0	0.0	NO_BODY/stub	18	False	{}	src/system/synth_xbox/FxSendSynapse.cpp
default/system/synth_xbox/FxSendCompress	??0FxSendCompress360@@QAA@XZ	72	19.555555	20.666666	SOURCE_INSDEL	20	False	{'register': 2, 'immediate': 3, 'opcode': 2, 'relocname': 1}	src/system/synth_xbox/FxSendCompress.cpp
default/MicNull	?GetRecentBuf@MicNull@@UAAPAFAAH@Z	72	93.333336	93.333336	SOURCE_ARG(imm/opcode/branch)	2	True	{'opcode': 2}	src/system/synth/MicNull.cpp
default/FlowOnStop	??$New@VRndMesh@@@Object@Hmx@@SAPAVRndMesh@@XZ	72	0.0	0.0	NO_BODY/stub	18	False	{}	src/system/flow/FlowOnStop.cpp
default/FlowCommand	?_M_create_node@?$list@VDataNode@@V?$StlNodeAlloc@VDataNode@@@stlpmtx_std@@@stlpmtx_std@@IAAPAU_List_node_base@2@ABVDataNode@@@Z	72	99.94444	99.94444	SOURCE_ARG(imm/opcode/branch)	1	True	{'immediate': 1}	src/system/flow/FlowCommand.cpp
default/TourProgress	?GetTourLeaderboardGoal@TourProgress@@QBA?AVSymbol@@XZ	72	71.666664	71.94444	SOURCE_INSDEL	7	False	{'relocname': 1}	src/band3/tour/TourProgress.cpp
default/TourProgress	?GetTourName@TourProgress@@QBA?AVSymbol@@XZ	72	71.666664	71.94444	SOURCE_INSDEL	7	False	{'relocname': 1}	src/band3/tour/TourProgress.cpp
default/TourProgress	?GetTourWelcome@TourProgress@@QBA?AVSymbol@@XZ	72	71.666664	71.94444	SOURCE_INSDEL	7	False	{'relocname': 1}	src/band3/tour/TourProgress.cpp
default/CustomizePanel	?IsLoaded@CustomizePanel@@UBA_NXZ	72	93.888885	94.44444	SOURCE_INSDEL	3	False	{'register': 2}	src/band3/meta_band/CustomizePanel.cpp
default/band3/meta_band/CharProvider	?GetCharData@CharProvider@@QAAPAVCharData@@H@Z	72	88.888885	88.888885	CODEGEN_ORDERING	2	True	{}	src/band3/meta_band/CharProvider.cpp
default/system/ui/UIGridProvider	?GetDataFromList@UIGridProvider@@QAAHPAVUIList@@@Z	72	91.111115	93.333336	SOURCE_ARG(imm/opcode/branch)	10	False	{'register': 6, 'opcode': 2, 'relocname': 2}	src/system/ui/UIGridProvider.cpp
default/BandCharacter	?DrawShowing@BandCharacter@@UAAXXZ	68	0.0	2.9411764	NO_BODY/stub	244	False	{'opcode': 2, 'immediate': 3, 'register': 7, 'branchdest': 1, 'relocname': 1}	src/system/bandobj/BandCharacter.cpp
default/StarDisplay	?PostLoad@StarDisplay@@UAAXAAVBinStream@@@Z	68	99.82353	99.82353	SOURCE_ARG(imm/opcode/branch)	3	True	{'immediate': 3}	src/system/bandobj/StarDisplay.cpp
default/Instance	??_EBandRetargetVignette@@UAAPAXI@Z	68	0.0	0.0	NO_BODY/stub	17	False	{}	src/system/world/Instance.cpp
default/FlowIf	??_GFlowIf@@UAAPAXI@Z	68	99.588234	99.882355	SOURCE_ARG(imm/opcode/branch)	3	True	{'immediate': 2, 'relocname': 1}	src/system/flow/FlowIf.cpp
default/MeshAnim	??_ENetSession@@UAAPAXI@Z	68	0.0	0.0	NO_BODY/stub	17	False	{}	src/system/rndobj/MeshAnim.cpp
default/MeshAnim	??_EStorePreviewMgr@@UAAPAXI@Z	68	0.0	0.0	NO_BODY/stub	17	False	{}	src/system/rndobj/MeshAnim.cpp
