size	class	tier	unit	symbol	fuzzy	fold_test	mapname	target_name	our_name
104	A_FOLD_CONSISTENT	engine	default/system/rndobj/SoftParticles	?ListDrawChildren@RndSoftParticles@@UAAXAAV?$list@PAVRndDrawable@@V?$StlNodeAlloc@PAVRndDrawable@@@stlpmtx_std@@@stlpmtx_std@@@Z	99.8077	SAME	REFUTED	public: struct stlpmtx_std::_List_iterator<class CharClip *, struct stlpmtx_std::_Nonconst_traits<class CharClip *>> __cdecl stlpmtx_std::list<class CharClip *, class stlpmtx_std::StlNodeAlloc<class CharClip *>>::insert(struct stlpmtx_std::_List_iterator<class CharClip *, struct stlpmtx_std::_Nonconst_traits<class CharClip *>>, class CharClip *const &)	public: struct stlpmtx_std::_List_iterator<class RndDrawable *, struct stlpmtx_std::_Nonconst_traits<class RndDrawable *>> __cdecl stlpmtx_std::list<class RndDrawable *, class stlpmtx_std::StlNodeAlloc<class RndDrawable *>>::insert(struct stlpmtx_std::_List_iterator<class RndDrawable *, struct stlpmtx_std::_Nonconst_traits<class RndDrawable *>>, class RndDrawable *const &)
104	UNDECIDABLE	game	default/band3/bandtrack/Gem	??$?5VSeam@MeshAO@OutfitConfig@@V?$StlNodeAlloc@VSeam@MeshAO@OutfitConfig@@@stlpmtx_std@@@@YAAAVBinStream@@AAV0@AAV?$vector@VSeam@MeshAO@OutfitConfig@@V?$StlNodeAlloc@VSeam@MeshAO@OutfitConfig@@@stlpmtx_std@@@stlpmtx_std@@@Z	99.8077	UNKNOWN	REFUTED	public: void __cdecl stlpmtx_std::vector<class Stats::StreakInfo, class stlpmtx_std::StlNodeAlloc<class Stats::StreakInfo>>::resize(unsigned int, class Stats::StreakInfo const &)	public: void __cdecl stlpmtx_std::vector<class OutfitConfig::MeshAO::Seam, class stlpmtx_std::StlNodeAlloc<class OutfitConfig::MeshAO::Seam>>::resize(unsigned int, class OutfitConfig::MeshAO::Seam const &)
104	A_FOLD_CONSISTENT	game	default/GemManager	?RememberChordWidget@GemManager@@QAAXPAVTrackWidget@@@Z	99.8077	SAME	REFUTED	public: void __cdecl stlpmtx_std::vector<class ChatReceiver *, class stlpmtx_std::StlNodeAlloc<class ChatReceiver *>>::push_back(class ChatReceiver *const &)	public: void __cdecl stlpmtx_std::vector<class TrackWidget *, class stlpmtx_std::StlNodeAlloc<class TrackWidget *>>::push_back(class TrackWidget *const &)
104	A_FOLD_CONSISTENT	network	default/network/net/NetSession	?GetUserList@NetSession@@QBAXAAV?$vector@PAVUser@@V?$StlNodeAlloc@PAVUser@@@stlpmtx_std@@@stlpmtx_std@@@Z	99.8077	SAME	REFUTED	public: void __cdecl stlpmtx_std::vector<class ChatReceiver *, class stlpmtx_std::StlNodeAlloc<class ChatReceiver *>>::push_back(class ChatReceiver *const &)	public: void __cdecl stlpmtx_std::vector<class User *, class stlpmtx_std::StlNodeAlloc<class User *>>::push_back(class User *const &)
104	A_FOLD_CONSISTENT	engine	default/CharBonesSamples	?Clone@CharBonesSamples@@QAAXABV1@@Z	99.8077	SAME	CORROBORATED	public: class stlpmtx_std::vector<int, class stlpmtx_std::StlNodeAlloc<int>> & __cdecl stlpmtx_std::vector<int, class stlpmtx_std::StlNodeAlloc<int>>::operator=(class stlpmtx_std::vector<int, class stlpmtx_std::StlNodeAlloc<int>> const &)	public: class stlpmtx_std::vector<float, class stlpmtx_std::StlNodeAlloc<float>> & __cdecl stlpmtx_std::vector<float, class stlpmtx_std::StlNodeAlloc<float>>::operator=(class stlpmtx_std::vector<float, class stlpmtx_std::StlNodeAlloc<float>> const &)
104	A_FOLD_CONSISTENT	engine	default/CharPollGroup	?ListPollChildren@CharPollGroup@@UBAXAAV?$list@PAVRndPollable@@V?$StlNodeAlloc@PAVRndPollable@@@stlpmtx_std@@@stlpmtx_std@@@Z	99.8077	SAME	REFUTED	public: struct stlpmtx_std::_List_iterator<class CharClip *, struct stlpmtx_std::_Nonconst_traits<class CharClip *>> __cdecl stlpmtx_std::list<class CharClip *, class stlpmtx_std::StlNodeAlloc<class CharClip *>>::insert(struct stlpmtx_std::_List_iterator<class CharClip *, struct stlpmtx_std::_Nonconst_traits<class CharClip *>>, class CharClip *const &)	public: struct stlpmtx_std::_List_iterator<class RndPollable *, struct stlpmtx_std::_Nonconst_traits<class RndPollable *>> __cdecl stlpmtx_std::list<class RndPollable *, class stlpmtx_std::StlNodeAlloc<class RndPollable *>>::insert(struct stlpmtx_std::_List_iterator<class RndPollable *, struct stlpmtx_std::_Nonconst_traits<class RndPollable *>>, class RndPollable *const &)
104	BC_DIFFERENT_UNRESOLVED	game	default/band3/game/Stats	?AddToTimesSaved@Stats@@QAAXMM@Z	99.8077	DIFFERENT	REFUTED	private: void __cdecl stlpmtx_std::vector<float *, class stlpmtx_std::StlNodeAlloc<float *>>::_M_fill_insert(float **, unsigned int, float *const &)	private: void __cdecl stlpmtx_std::vector<float, class stlpmtx_std::StlNodeAlloc<float>>::_M_fill_insert(float *, unsigned int, float const &)
104	A_FOLD_CONSISTENT	game	default/band3/meta_band/AccomplishmentManager	?GetAwardSource@AccomplishmentManager@@QBA?AVSymbol@@V2@@Z	99.8077	SAME	CORROBORATED	private: class stlpmtx_std::priv::_Slist_iterator<struct stlpmtx_std::pair<class Symbol const, int>, struct stlpmtx_std::_Nonconst_traits<struct stlpmtx_std::pair<class Symbol const, int>>> __cdecl stlpmtx_std::hashtable<struct stlpmtx_std::pair<class Symbol const, int>, class Symbol, struct stlpmtx_std::hash<class Symbol>, struct stlpmtx_std::priv::_HashMapTraitsT<struct stlpmtx_std::pair<class Symbol const, int>>, struct stlpmtx_std::_Select1st<struct stlpmtx_std::pair<class Symbol const, int>>, struct stlpmtx_std::equal_to<class Symbol>, class stlpmtx_std::StlNodeAlloc<struct stlpmtx_std::pair<class Symbol const, int>>>::_M_find<class Symbol>(class Symbol const &) const	private: class stlpmtx_std::priv::_Slist_iterator<struct stlpmtx_std::pair<class Symbol const, class Symbol>, struct stlpmtx_std::_Nonconst_traits<struct stlpmtx_std::pair<class Symbol const, class Symbol>>> __cdecl stlpmtx_std::hashtable<struct stlpmtx_std::pair<class Symbol const, class Symbol>, class Symbol, struct stlpmtx_std::hash<class Symbol>, struct stlpmtx_std::priv::_HashMapTraitsT<struct stlpmtx_std::pair<class Symbol const, class Symbol>>, struct stlpmtx_std::_Select1st<struct stlpmtx_std::pair<class Symbol const, class Symbol>>, struct stlpmtx_std::equal_to<class Symbol>, class stlpmtx_std::StlNodeAlloc<struct stlpmtx_std::pair<class Symbol const, class Symbol>>>::_M_find<class Symbol>(class Symbol const &) const
104	A_FOLD_CONSISTENT	game	default/band3/meta_band/AccomplishmentManager	?GetAssetAward@AccomplishmentManager@@QBA?AVSymbol@@V2@@Z	99.8077	SAME	CORROBORATED	private: class stlpmtx_std::priv::_Slist_iterator<struct stlpmtx_std::pair<class Symbol const, int>, struct stlpmtx_std::_Nonconst_traits<struct stlpmtx_std::pair<class Symbol const, int>>> __cdecl stlpmtx_std::hashtable<struct stlpmtx_std::pair<class Symbol const, int>, class Symbol, struct stlpmtx_std::hash<class Symbol>, struct stlpmtx_std::priv::_HashMapTraitsT<struct stlpmtx_std::pair<class Symbol const, int>>, struct stlpmtx_std::_Select1st<struct stlpmtx_std::pair<class Symbol const, int>>, struct stlpmtx_std::equal_to<class Symbol>, class stlpmtx_std::StlNodeAlloc<struct stlpmtx_std::pair<class Symbol const, int>>>::_M_find<class Symbol>(class Symbol const &) const	private: class stlpmtx_std::priv::_Slist_iterator<struct stlpmtx_std::pair<class Symbol const, class Symbol>, struct stlpmtx_std::_Nonconst_traits<struct stlpmtx_std::pair<class Symbol const, class Symbol>>> __cdecl stlpmtx_std::hashtable<struct stlpmtx_std::pair<class Symbol const, class Symbol>, class Symbol, struct stlpmtx_std::hash<class Symbol>, struct stlpmtx_std::priv::_HashMapTraitsT<struct stlpmtx_std::pair<class Symbol const, class Symbol>>, struct stlpmtx_std::_Select1st<struct stlpmtx_std::pair<class Symbol const, class Symbol>>, struct stlpmtx_std::equal_to<class Symbol>, class stlpmtx_std::StlNodeAlloc<struct stlpmtx_std::pair<class Symbol const, class Symbol>>>::_M_find<class Symbol>(class Symbol const &) const
104	A_FOLD_CONSISTENT	game	default/band3/meta_band/InterstitialMgr	?clear@?$hashtable@U?$pair@$$CBVSymbol@@V?$hash_map@VSymbol@@PAVDataArray@@U?$hash@VSymbol@@@stlpmtx_std@@U?$equal_to@VSymbol@@@4@V?$StlNodeAlloc@U?$pair@$$CBVSymbol@@PAVDataArray@@@stlpmtx_std@@@4@@stlpmtx_std@@@stlpmtx_std@@VSymbol@@U?$hash@VSymbol@@@2@U?$_HashMapTraitsT@U?$pair@$$CBVSymbol@@V?$hash_map@VSymbol@@PAVDataArray@@U?$hash@VSymbol@@@stlpmtx_std@@U?$equal_to@VSymbol@@@4@V?$StlNodeAlloc@U?$pair@$$CBVSymbol@@PAVDataArray@@@stlpmtx_std@@@4@@stlpmtx_std@@@stlpmtx_std@@@priv@2@U?$_Select1st@U?$pair@$$CBVSymbol@@V?$hash_map@VSymbol@@PAVDataArray@@U?$hash@VSymbol@@@stlpmtx_std@@U?$equal_to@VSymbol@@@4@V?$StlNodeAlloc@U?$pair@$$CBVSymbol@@PAVDataArray@@@stlpmtx_std@@@4@@stlpmtx_std@@@stlpmtx_std@@@2@U?$equal_to@VSymbol@@@2@V?$StlNodeAlloc@U?$pair@$$CBVSymbol@@V?$hash_map@VSymbol@@PAVDataArray@@U?$hash@VSymbol@@@stlpmtx_std@@U?$equal_to@VSymbol@@@4@V?$StlNodeAlloc@U?$pair@$$CBVSymbol@@PAVDataArray@@@stlpmtx_std@@@4@@stlpmtx_std@@@stlpmtx_std@@@2@@stlpmtx_std@@QAAXXZ	99.8077	SAME	REFUTED	public: void __cdecl stlpmtx_std::vector<int, class stlpmtx_std::StlNodeAlloc<int>>::_M_fill_assign(unsigned int, int const &)	public: void __cdecl stlpmtx_std::vector<struct stlpmtx_std::priv::_Slist_node_base *, class stlpmtx_std::StlNodeAlloc<struct stlpmtx_std::priv::_Slist_node_base *>>::_M_fill_assign(unsigned int, struct stlpmtx_std::priv::_Slist_node_base *const &)
104	A_FOLD_CONSISTENT	engine	default/PatchDir	?clear@?$hashtable@U?$pair@$$CBVSymbol@@V?$vector@PAVPatchSticker@@V?$StlNodeAlloc@PAVPatchSticker@@@stlpmtx_std@@@stlpmtx_std@@@stlpmtx_std@@VSymbol@@USymbolHash@PatchDir@@U?$_HashMapTraitsT@U?$pair@$$CBVSymbol@@V?$vector@PAVPatchSticker@@V?$StlNodeAlloc@PAVPatchSticker@@@stlpmtx_std@@@stlpmtx_std@@@stlpmtx_std@@@priv@2@U?$_Select1st@U?$pair@$$CBVSymbol@@V?$vector@PAVPatchSticker@@V?$StlNodeAlloc@PAVPatchSticker@@@stlpmtx_std@@@stlpmtx_std@@@stlpmtx_std@@@2@U?$equal_to@VSymbol@@@2@V?$StlNodeAlloc@U?$pair@$$CBVSymbol@@V?$vector@PAVPatchSticker@@V?$StlNodeAlloc@PAVPatchSticker@@@stlpmtx_std@@@stlpmtx_std@@@stlpmtx_std@@@2@@stlpmtx_std@@QAAXXZ	99.8077	SAME	REFUTED	public: void __cdecl stlpmtx_std::vector<int, class stlpmtx_std::StlNodeAlloc<int>>::_M_fill_assign(unsigned int, int const &)	public: void __cdecl stlpmtx_std::vector<struct stlpmtx_std::priv::_Slist_node_base *, class stlpmtx_std::StlNodeAlloc<struct stlpmtx_std::priv::_Slist_node_base *>>::_M_fill_assign(unsigned int, struct stlpmtx_std::priv::_Slist_node_base *const &)
104	BC_DIFFERENT_UNRESOLVED	game	default/BandMachine	??1BandMachine@@UAA@XZ	99.6154	DIFFERENT	REFUTED	public: void __cdecl stlpmtx_std::_Rb_tree<class Symbol, struct stlpmtx_std::less<class Symbol>, struct stlpmtx_std::pair<class Symbol const, class CharLipSync *>, struct stlpmtx_std::_Select1st<struct stlpmtx_std::pair<class Symbol const, class CharLipSync *>>, struct stlpmtx_std::priv::_MapTraitsT<struct stlpmtx_std::pair<class Symbol const, class CharLipSync *>>, class stlpmtx_std::StlNodeAlloc<struct stlpmtx_std::pair<class Symbol const, class CharLipSync *>>>::clear(void)	public: void __cdecl stlpmtx_std::_Rb_tree<int, struct stlpmtx_std::less<int>, int, struct stlpmtx_std::_Identity<int>, struct stlpmtx_std::priv::_SetTraitsT<int>, class stlpmtx_std::StlNodeAlloc<int>>::clear(void)
104	BC_DIFFERENT_UNRESOLVED	game	default/BandSongMetadata	??$?5VSymbol@@V?$StlNodeAlloc@VSymbol@@@stlpmtx_std@@@@YAAAVBinStream@@AAV0@AAV?$vector@VSymbol@@V?$StlNodeAlloc@VSymbol@@@stlpmtx_std@@@stlpmtx_std@@@Z	99.8077	DIFFERENT	REFUTED	public: void __cdecl stlpmtx_std::vector<class SpotlightDrawer::SpotlightEntry, class stlpmtx_std::StlNodeAlloc<class SpotlightDrawer::SpotlightEntry>>::resize(unsigned int, class SpotlightDrawer::SpotlightEntry const &)	public: void __cdecl stlpmtx_std::vector<class Symbol, class stlpmtx_std::StlNodeAlloc<class Symbol>>::resize(unsigned int, class Symbol const &)
104	A_FOLD_CONSISTENT	game	default/band3/meta_band/PrefabMgr	?GetPrefabs@PrefabMgr@@QBAXAAV?$vector@PAVPrefabChar@@V?$StlNodeAlloc@PAVPrefabChar@@@stlpmtx_std@@@stlpmtx_std@@@Z	99.8077	SAME	REFUTED	public: void __cdecl stlpmtx_std::vector<class ChatReceiver *, class stlpmtx_std::StlNodeAlloc<class ChatReceiver *>>::push_back(class ChatReceiver *const &)	public: void __cdecl stlpmtx_std::vector<class PrefabChar *, class stlpmtx_std::StlNodeAlloc<class PrefabChar *>>::push_back(class PrefabChar *const &)
104	A_FOLD_CONSISTENT	engine	default/FixedSizeSaveableStream	??0FixedSizeSaveableStream@@QAA@PAXH_N@Z	99.8077	SAME	CORROBORATED	public: __cdecl stlpmtx_std::hash_map<class Symbol, int, struct stlpmtx_std::hash<class Symbol>, struct stlpmtx_std::equal_to<class Symbol>, class stlpmtx_std::StlNodeAlloc<struct stlpmtx_std::pair<class Symbol const, int>>>::hash_map<class Symbol, int, struct stlpmtx_std::hash<class Symbol>, struct stlpmtx_std::equal_to<class Symbol>, class stlpmtx_std::StlNodeAlloc<struct stlpmtx_std::pair<class Symbol const, int>>>(void)	public: __cdecl stlpmtx_std::hash_map<int, class Symbol, struct stlpmtx_std::hash<int>, struct stlpmtx_std::equal_to<int>, class stlpmtx_std::StlNodeAlloc<struct stlpmtx_std::pair<int const, class Symbol>>>::hash_map<int, class Symbol, struct stlpmtx_std::hash<int>, struct stlpmtx_std::equal_to<int>, class stlpmtx_std::StlNodeAlloc<struct stlpmtx_std::pair<int const, class Symbol>>>(void)
104	A_FOLD_CONSISTENT	engine	default/CameraShot	?ListAnimChildren@CamShot@@UBAXAAV?$list@PAVRndAnimatable@@V?$StlNodeAlloc@PAVRndAnimatable@@@stlpmtx_std@@@stlpmtx_std@@@Z	99.8077	SAME	REFUTED	public: struct stlpmtx_std::_List_iterator<class CharClip *, struct stlpmtx_std::_Nonconst_traits<class CharClip *>> __cdecl stlpmtx_std::list<class CharClip *, class stlpmtx_std::StlNodeAlloc<class CharClip *>>::insert(struct stlpmtx_std::_List_iterator<class CharClip *, struct stlpmtx_std::_Nonconst_traits<class CharClip *>>, class CharClip *const &)	public: struct stlpmtx_std::_List_iterator<class RndAnimatable *, struct stlpmtx_std::_Nonconst_traits<class RndAnimatable *>> __cdecl stlpmtx_std::list<class RndAnimatable *, class stlpmtx_std::StlNodeAlloc<class RndAnimatable *>>::insert(struct stlpmtx_std::_List_iterator<class RndAnimatable *, struct stlpmtx_std::_Nonconst_traits<class RndAnimatable *>>, class RndAnimatable *const &)
104	A_FOLD_CONSISTENT	engine	default/PollAnim	?ListAnimChildren@RndPollAnim@@UBAXAAV?$list@PAVRndAnimatable@@V?$StlNodeAlloc@PAVRndAnimatable@@@stlpmtx_std@@@stlpmtx_std@@@Z	99.8077	SAME	REFUTED	public: struct stlpmtx_std::_List_iterator<class CharClip *, struct stlpmtx_std::_Nonconst_traits<class CharClip *>> __cdecl stlpmtx_std::list<class CharClip *, class stlpmtx_std::StlNodeAlloc<class CharClip *>>::insert(struct stlpmtx_std::_List_iterator<class CharClip *, struct stlpmtx_std::_Nonconst_traits<class CharClip *>>, class CharClip *const &)	public: struct stlpmtx_std::_List_iterator<class RndAnimatable *, struct stlpmtx_std::_Nonconst_traits<class RndAnimatable *>> __cdecl stlpmtx_std::list<class RndAnimatable *, class stlpmtx_std::StlNodeAlloc<class RndAnimatable *>>::insert(struct stlpmtx_std::_List_iterator<class RndAnimatable *, struct stlpmtx_std::_Nonconst_traits<class RndAnimatable *>>, class RndAnimatable *const &)
104	UNDECIDABLE	engine	default/BandCamShot	??$?5VOldTrigger@@V?$StlNodeAlloc@VOldTrigger@@@stlpmtx_std@@@@YAAAVBinStream@@AAV0@AAV?$vector@VOldTrigger@@V?$StlNodeAlloc@VOldTrigger@@@stlpmtx_std@@@stlpmtx_std@@@Z	99.8077	UNKNOWN	REFUTED	public: void __cdecl stlpmtx_std::vector<class Stats::StreakInfo, class stlpmtx_std::StlNodeAlloc<class Stats::StreakInfo>>::resize(unsigned int, class Stats::StreakInfo const &)	public: void __cdecl stlpmtx_std::vector<class OldTrigger, class stlpmtx_std::StlNodeAlloc<class OldTrigger>>::resize(unsigned int, class OldTrigger const &)
104	A_FOLD_CONSISTENT	engine	default/UIListLabel	?Copy@UIListLabel@@UAAXPBVObject@Hmx@@W4CopyType@23@@Z	99.8077	SAME	REFUTED	public: void __cdecl ObjRefConcrete<class BandCharacter, class ObjectDir>::SetObjConcrete(class BandCharacter *)	public: void __cdecl ObjRefConcrete<class UILabel, class ObjectDir>::SetObjConcrete(class UILabel *)
104	UNDECIDABLE	engine	default/CameraShot	??$?5U?$pair@HH@stlpmtx_std@@V?$StlNodeAlloc@U?$pair@HH@stlpmtx_std@@@1@@@YAAAVBinStream@@AAV0@AAV?$vector@U?$pair@HH@stlpmtx_std@@V?$StlNodeAlloc@U?$pair@HH@stlpmtx_std@@@2@@stlpmtx_std@@@Z	99.8077	UNKNOWN	REFUTED	public: void __cdecl stlpmtx_std::vector<struct stlpmtx_std::pair<class MoveVariant const *, class MoveVariant const *>, class stlpmtx_std::StlNodeAlloc<struct stlpmtx_std::pair<class MoveVariant const *, class MoveVariant const *>>>::resize(unsigned int, struct stlpmtx_std::pair<class MoveVariant const *, class MoveVariant const *> const &)	public: void __cdecl stlpmtx_std::vector<struct stlpmtx_std::pair<int, int>, class stlpmtx_std::StlNodeAlloc<struct stlpmtx_std::pair<int, int>>>::resize(unsigned int, struct stlpmtx_std::pair<int, int> const &)
104	BC_DIFFERENT_UNRESOLVED	engine	default/VocalNoteList	?CopyPhraseVec@@YAXABV?$vector@VVocalPhrase@@V?$StlNodeAlloc@VVocalPhrase@@@stlpmtx_std@@@stlpmtx_std@@PAV12@@Z	99.8077	DIFFERENT	REFUTED	public: void __cdecl stlpmtx_std::vector<struct BeatCollisionData, class stlpmtx_std::StlNodeAlloc<struct BeatCollisionData>>::push_back(struct BeatCollisionData const &)	public: void __cdecl stlpmtx_std::vector<class VocalPhrase, class stlpmtx_std::StlNodeAlloc<class VocalPhrase>>::push_back(class VocalPhrase const &)
104	A_FOLD_CONSISTENT	engine	default/system/ui/UIGridProvider	??1UIGridProvider@@UAA@XZ	99.8077	SAME	CORROBORATED	void __cdecl DeleteAll<class stlpmtx_std::vector<class NetSavedSetlist *, class stlpmtx_std::StlNodeAlloc<class NetSavedSetlist *>>>(class stlpmtx_std::vector<class NetSavedSetlist *, class stlpmtx_std::StlNodeAlloc<class NetSavedSetlist *>> &)	void __cdecl DeleteAll<class stlpmtx_std::vector<class UIGridSubProvider *, class stlpmtx_std::StlNodeAlloc<class UIGridSubProvider *>>>(class stlpmtx_std::vector<class UIGridSubProvider *, class stlpmtx_std::StlNodeAlloc<class UIGridSubProvider *>> &)
100	A_FOLD_CONSISTENT	game	default/VocalTrack	?ReturnFirstMarker@VocalTrack@@QAAXXZ	99.8000	SAME	REFUTED	public: void __cdecl stlpmtx_std::vector<class ChatReceiver *, class stlpmtx_std::StlNodeAlloc<class ChatReceiver *>>::push_back(class ChatReceiver *const &)	public: void __cdecl stlpmtx_std::vector<class RndMesh *, class stlpmtx_std::StlNodeAlloc<class RndMesh *>>::push_back(class RndMesh *const &)
100	A_FOLD_CONSISTENT	engine	default/Morph	??1Pose@RndMorph@@QAA@XZ	99.8000	SAME	REFUTED	public: virtual __cdecl ObjRefConcrete<class CharLookAt, class ObjectDir>::~ObjRefConcrete<class CharLookAt, class ObjectDir>(void)	public: virtual __cdecl ObjRefConcrete<class RndMesh, class ObjectDir>::~ObjRefConcrete<class RndMesh, class ObjectDir>(void)
100	A_FOLD_CONSISTENT	engine	default/MeshDeform	??1RndMeshDeform@@UAA@XZ	99.8000	SAME	REFUTED	public: virtual __cdecl ObjRefConcrete<class CharLookAt, class ObjectDir>::~ObjRefConcrete<class CharLookAt, class ObjectDir>(void)	public: virtual __cdecl ObjRefConcrete<class RndMesh, class ObjectDir>::~ObjRefConcrete<class RndMesh, class ObjectDir>(void)
100	BC_DIFFERENT_UNRESOLVED	game	default/band3/bandtrack/Gem	??$?5V?$ObjPtr@VRndTex@@@@@@YAAAVBinStream@@AAV0@AAV?$ObjVector@V?$ObjPtr@VRndTex@@@@@@@Z	99.8000	DIFFERENT	REFUTED	public: void __cdecl ObjVector<struct Character::Lod>::resize(unsigned int)	public: void __cdecl ObjVector<class ObjPtr<class RndTex>>::resize(unsigned int)
100	BC_DIFFERENT_UNRESOLVED	game	default/band3/bandtrack/Gem	??$?5V?$ObjPtr@VRndDir@@@@@@YAAAVBinStream@@AAV0@AAV?$ObjVector@V?$ObjPtr@VRndDir@@@@@@@Z	99.8000	DIFFERENT	REFUTED	public: bool __cdecl ObjRefConcrete<class RndTransformable, class ObjectDir>::Load(class BinStream &, bool, class ObjectDir *)	public: bool __cdecl ObjRefConcrete<class RndDir, class ObjectDir>::Load(class BinStream &, bool, class ObjectDir *)
100	BC_DIFFERENT_UNRESOLVED	game	default/band3/bandtrack/Gem	??4OldMatOption@@QAAAAV0@ABV0@@Z	99.8000	DIFFERENT	REFUTED	public: void __cdecl ObjVector<class TransformCrowd>::operator=(class ObjVector<class TransformCrowd> const &)	public: void __cdecl ObjVector<class ObjPtr<class RndTex>>::operator=(class ObjVector<class ObjPtr<class RndTex>> const &)
100	A_FOLD_CONSISTENT	engine	default/UIListProvider	?Disable@DataProvider@@QAAXVSymbol@@@Z	99.8000	SAME	REFUTED	public: struct stlpmtx_std::_List_iterator<class CharClip *, struct stlpmtx_std::_Nonconst_traits<class CharClip *>> __cdecl stlpmtx_std::list<class CharClip *, class stlpmtx_std::StlNodeAlloc<class CharClip *>>::insert(struct stlpmtx_std::_List_iterator<class CharClip *, struct stlpmtx_std::_Nonconst_traits<class CharClip *>>, class CharClip *const &)	public: struct stlpmtx_std::_List_iterator<class Symbol, struct stlpmtx_std::_Nonconst_traits<class Symbol>> __cdecl stlpmtx_std::list<class Symbol, class stlpmtx_std::StlNodeAlloc<class Symbol>>::insert(struct stlpmtx_std::_List_iterator<class Symbol, struct stlpmtx_std::_Nonconst_traits<class Symbol>>, class Symbol const &)
100	A_FOLD_CONSISTENT	engine	default/UIListProvider	?Dim@DataProvider@@QAAXVSymbol@@@Z	99.8000	SAME	REFUTED	public: struct stlpmtx_std::_List_iterator<class CharClip *, struct stlpmtx_std::_Nonconst_traits<class CharClip *>> __cdecl stlpmtx_std::list<class CharClip *, class stlpmtx_std::StlNodeAlloc<class CharClip *>>::insert(struct stlpmtx_std::_List_iterator<class CharClip *, struct stlpmtx_std::_Nonconst_traits<class CharClip *>>, class CharClip *const &)	public: struct stlpmtx_std::_List_iterator<class Symbol, struct stlpmtx_std::_Nonconst_traits<class Symbol>> __cdecl stlpmtx_std::list<class Symbol, class stlpmtx_std::StlNodeAlloc<class Symbol>>::insert(struct stlpmtx_std::_List_iterator<class Symbol, struct stlpmtx_std::_Nonconst_traits<class Symbol>>, class Symbol const &)
100	C_PROVEN_CALLEE	game	default/band3/game/Game	??1SongFilter@SongSortMgr@@QAA@XZ	99.8000	DIFFERENT	CORROBORATED	public: __cdecl stlpmtx_std::vector<class stlpmtx_std::map<int, float, struct stlpmtx_std::less<int>, class stlpmtx_std::StlNodeAlloc<struct stlpmtx_std::pair<int const, float>>>, class stlpmtx_std::StlNodeAlloc<class stlpmtx_std::map<int, float, struct stlpmtx_std::less<int>, class stlpmtx_std::StlNodeAlloc<struct stlpmtx_std::pair<int const, float>>>>>::~vector<class stlpmtx_std::map<int, float, struct stlpmtx_std::less<int>, class stlpmtx_std::StlNodeAlloc<struct stlpmtx_std::pair<int const, float>>>, class stlpmtx_std::StlNodeAlloc<class stlpmtx_std::map<int, float, struct stlpmtx_std::less<int>, class stlpmtx_std::StlNodeAlloc<struct stlpmtx_std::pair<int const, float>>>>>(void)	public: __cdecl stlpmtx_std::vector<class stlpmtx_std::set<class Symbol, struct stlpmtx_std::less<class Symbol>, class stlpmtx_std::StlNodeAlloc<class Symbol>>, class stlpmtx_std::StlNodeAlloc<class stlpmtx_std::set<class Symbol, struct stlpmtx_std::less<class Symbol>, class stlpmtx_std::StlNodeAlloc<class Symbol>>>>::~vector<class stlpmtx_std::set<class Symbol, struct stlpmtx_std::less<class Symbol>, class stlpmtx_std::StlNodeAlloc<class Symbol>>, class stlpmtx_std::StlNodeAlloc<class stlpmtx_std::set<class Symbol, struct stlpmtx_std::less<class Symbol>, class stlpmtx_std::StlNodeAlloc<class Symbol>>>>(void)
100	BC_DIFFERENT_UNRESOLVED	game	default/RockCentral	?UpdateBandLogo@RockCentral@@QAAXHPAVRndTex@@HPAVObject@Hmx@@H@Z	99.8000	DIFFERENT	REFUTED	char const * __cdecl MakeString<char const *, char const *>(char const *, char const *, char const *)	char const * __cdecl MakeString<int, int>(char const *, int, int)
100	A_FOLD_CONSISTENT	engine	default/CharMeshHide	??0DebugGraph@?A0xb39b74bf@@QAA@ABU01@@Z	99.8000	SAME	REFUTED	public: __cdecl stlpmtx_std::vector<int, class stlpmtx_std::StlNodeAlloc<int>>::vector<int, class stlpmtx_std::StlNodeAlloc<int>>(class stlpmtx_std::vector<int, class stlpmtx_std::StlNodeAlloc<int>> const &)	public: __cdecl stlpmtx_std::vector<float, class stlpmtx_std::StlNodeAlloc<float>>::vector<float, class stlpmtx_std::StlNodeAlloc<float>>(class stlpmtx_std::vector<float, class stlpmtx_std::StlNodeAlloc<float>> const &)
100	A_FOLD_CONSISTENT	game	default/BandSongMgr	??$?5HV?$StlNodeAlloc@H@stlpmtx_std@@@@YAAAVBinStreamRev@@AAV0@AAV?$list@HV?$StlNodeAlloc@H@stlpmtx_std@@@stlpmtx_std@@@Z	99.8000	SAME	REFUTED	public: void __cdecl stlpmtx_std::list<class Symbol, class stlpmtx_std::StlNodeAlloc<class Symbol>>::resize(unsigned int, class Symbol const &)	public: void __cdecl stlpmtx_std::list<int, class stlpmtx_std::StlNodeAlloc<int>>::resize(unsigned int, int const &)
