size	class	tier	unit	symbol	fuzzy	fold_test	mapname	target_name	our_name
384	A_FOLD_CONSISTENT	game	default/SongSortNode	?Insert@HeaderSortNode@@UAAXPAVLeafSortNode@@PAVNodeSort@@_N@Z	99.8958	SAME	REFUTED	public: struct stlpmtx_std::_List_iterator<class CharClip *, struct stlpmtx_std::_Nonconst_traits<class CharClip *>> __cdecl stlpmtx_std::list<class CharClip *, class stlpmtx_std::StlNodeAlloc<class CharClip *>>::insert(struct stlpmtx_std::_List_iterator<class CharClip *, struct stlpmtx_std::_Nonconst_traits<class CharClip *>>, class CharClip *const &)	public: struct stlpmtx_std::_List_iterator<class SortNode *, struct stlpmtx_std::_Nonconst_traits<class SortNode *>> __cdecl stlpmtx_std::list<class SortNode *, class stlpmtx_std::StlNodeAlloc<class SortNode *>>::insert(struct stlpmtx_std::_List_iterator<class SortNode *, struct stlpmtx_std::_Nonconst_traits<class SortNode *>>, class SortNode *const &)
384	UNDECIDABLE	engine	default/SongParser	?HandleRollEnd@SongParser@@QAA_NHE@Z	99.9479	UNKNOWN	REFUTED	private: void __cdecl stlpmtx_std::vector<class Hmx::Object *, class stlpmtx_std::StlNodeAlloc<class Hmx::Object *>>::_M_fill_insert(class Hmx::Object **, unsigned int, class Hmx::Object *const &)	private: void __cdecl stlpmtx_std::vector<unsigned int, class stlpmtx_std::StlNodeAlloc<unsigned int>>::_M_fill_insert(unsigned int *, unsigned int, unsigned int const &)
380	A_FOLD_CONSISTENT	engine	default/PanelDir	?GetFocusableComponentList@PanelDir@@QAA?AVDataNode@@XZ	99.9474	SAME	REFUTED	public: void __cdecl stlpmtx_std::vector<class ChatReceiver *, class stlpmtx_std::StlNodeAlloc<class ChatReceiver *>>::push_back(class ChatReceiver *const &)	public: void __cdecl stlpmtx_std::vector<class UIComponent *, class stlpmtx_std::StlNodeAlloc<class UIComponent *>>::push_back(class UIComponent *const &)
376	A_FOLD_CONSISTENT	game	default/BandSongMetadata	?_M_fill_insert_aux@?$vector@VSymbol@@V?$StlNodeAlloc@VSymbol@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAVSymbol@@IABV3@ABU__false_type@2@@Z	99.9468	SAME	CORROBORATED	enum RndCubeTex::CubeFace * __cdecl stlpmtx_std::__uninitialized_fill_n<enum RndCubeTex::CubeFace *, unsigned int, enum RndCubeTex::CubeFace>(enum RndCubeTex::CubeFace *, unsigned int, enum RndCubeTex::CubeFace const &, struct stlpmtx_std::__false_type const &)	class Symbol * __cdecl stlpmtx_std::__uninitialized_fill_n<class Symbol *, unsigned int, class Symbol>(class Symbol *, unsigned int, class Symbol const &, struct stlpmtx_std::__false_type const &)
372	BC_DIFFERENT_UNRESOLVED	engine	default/OutfitConfig	??$PropSync@VOverlay@OutfitConfig@@@@YA_NAAV?$ObjVector@VOverlay@OutfitConfig@@@@AAVDataNode@@PAVDataArray@@HW4PropOp@@@Z	99.9462	DIFFERENT	REFUTED	private: void __cdecl stlpmtx_std::vector<class SampleMarker, class stlpmtx_std::StlNodeAlloc<class SampleMarker>>::_M_fill_insert(class SampleMarker *, unsigned int, class SampleMarker const &)	private: void __cdecl stlpmtx_std::vector<class OutfitConfig::Overlay, class stlpmtx_std::StlNodeAlloc<class OutfitConfig::Overlay>>::_M_fill_insert(class OutfitConfig::Overlay *, unsigned int, class OutfitConfig::Overlay const &)
372	BC_DIFFERENT_UNRESOLVED	engine	default/system/synth/SynthSample	??$PropSync@VSampleMarker@@@@YA_NAAV?$vector@VSampleMarker@@V?$StlNodeAlloc@VSampleMarker@@@stlpmtx_std@@@stlpmtx_std@@AAVDataNode@@PAVDataArray@@HW4PropOp@@@Z	99.9462	DIFFERENT	REFUTED	private: void __cdecl stlpmtx_std::vector<class BattleStep, class stlpmtx_std::StlNodeAlloc<class BattleStep>>::_M_fill_insert(class BattleStep *, unsigned int, class BattleStep const &)	private: void __cdecl stlpmtx_std::vector<class SampleMarker, class stlpmtx_std::StlNodeAlloc<class SampleMarker>>::_M_fill_insert(class SampleMarker *, unsigned int, class SampleMarker const &)
368	BC_DIFFERENT_UNRESOLVED	game	default/band3/meta_band/VoiceoverPanel	?SetVoiceoverSymbol@VoiceoverPanel@@QAAXVSymbol@@@Z	99.8913	DIFFERENT	REFUTED	public: __cdecl stlpmtx_std::vector<struct ObjPtrVec<class Hmx::Object, class ObjectDir>::Node, class stlpmtx_std::StlNodeAlloc<struct ObjPtrVec<class Hmx::Object, class ObjectDir>::Node>>::~vector<struct ObjPtrVec<class Hmx::Object, class ObjectDir>::Node, class stlpmtx_std::StlNodeAlloc<struct ObjPtrVec<class Hmx::Object, class ObjectDir>::Node>>(void)	public: __cdecl stlpmtx_std::vector<class String, class stlpmtx_std::StlNodeAlloc<class String>>::~vector<class String, class stlpmtx_std::StlNodeAlloc<class String>>(void)
368	A_FOLD_CONSISTENT	game	default/band3/meta_band/SaveLoadManager	??0SaveLoadManager@@QAA@XZ	99.9457	SAME	REFUTED	public: void __cdecl stlpmtx_std::vector<struct CharPollableSorter::Dep *, class stlpmtx_std::StlNodeAlloc<struct CharPollableSorter::Dep *>>::reserve(unsigned int)	public: void __cdecl stlpmtx_std::vector<class BandProfile *, class stlpmtx_std::StlNodeAlloc<class BandProfile *>>::reserve(unsigned int)
364	BC_DIFFERENT_UNRESOLVED	engine	default/BandPatchMesh	??$PropSync@VPatchPair@MeshPair@BandPatchMesh@@@@YA_NAAV?$ObjVector@VPatchPair@MeshPair@BandPatchMesh@@@@AAVDataNode@@PAVDataArray@@HW4PropOp@@@Z	99.9450	DIFFERENT	REFUTED	private: void __cdecl stlpmtx_std::vector<struct SkeletonClip::MoveRating, class stlpmtx_std::StlNodeAlloc<struct SkeletonClip::MoveRating>>::_M_fill_insert(struct SkeletonClip::MoveRating *, unsigned int, struct SkeletonClip::MoveRating const &)	private: void __cdecl stlpmtx_std::vector<class BandPatchMesh::MeshPair::PatchPair, class stlpmtx_std::StlNodeAlloc<class BandPatchMesh::MeshPair::PatchPair>>::_M_fill_insert(class BandPatchMesh::MeshPair::PatchPair *, unsigned int, class BandPatchMesh::MeshPair::PatchPair const &)
364	BC_DIFFERENT_UNRESOLVED	engine	default/Sfx	??$PropSync@VMoggClipMap@@@@YA_NAAV?$ObjVector@VMoggClipMap@@@@AAVDataNode@@PAVDataArray@@HW4PropOp@@@Z	99.9450	DIFFERENT	REFUTED	private: void __cdecl stlpmtx_std::vector<class SfxMap, class stlpmtx_std::StlNodeAlloc<class SfxMap>>::_M_fill_insert(class SfxMap *, unsigned int, class SfxMap const &)	private: void __cdecl stlpmtx_std::vector<class MoggClipMap, class stlpmtx_std::StlNodeAlloc<class MoggClipMap>>::_M_fill_insert(class MoggClipMap *, unsigned int, class MoggClipMap const &)
364	BC_DIFFERENT_UNRESOLVED	engine	default/Sfx	??$PropSync@VSfxMap@@@@YA_NAAV?$ObjVector@VSfxMap@@@@AAVDataNode@@PAVDataArray@@HW4PropOp@@@Z	99.9450	DIFFERENT	REFUTED	private: void __cdecl stlpmtx_std::vector<class MoggClipMap, class stlpmtx_std::StlNodeAlloc<class MoggClipMap>>::_M_fill_insert(class MoggClipMap *, unsigned int, class MoggClipMap const &)	private: void __cdecl stlpmtx_std::vector<class SfxMap, class stlpmtx_std::StlNodeAlloc<class SfxMap>>::_M_fill_insert(class SfxMap *, unsigned int, class SfxMap const &)
364	BC_DIFFERENT_UNRESOLVED	engine	default/MidiInstrument	??$PropSync@VSampleZone@@@@YA_NAAV?$ObjVector@VSampleZone@@@@AAVDataNode@@PAVDataArray@@HW4PropOp@@@Z	99.9450	DIFFERENT	REFUTED	private: void __cdecl stlpmtx_std::vector<struct HamMove::LocalizedName, class stlpmtx_std::StlNodeAlloc<struct HamMove::LocalizedName>>::_M_fill_insert(struct HamMove::LocalizedName *, unsigned int, struct HamMove::LocalizedName const &)	private: void __cdecl stlpmtx_std::vector<class SampleZone, class stlpmtx_std::StlNodeAlloc<class SampleZone>>::_M_fill_insert(class SampleZone *, unsigned int, class SampleZone const &)
360	BC_DIFFERENT_UNRESOLVED	game	default/band3/bandtrack/Gem	??$PropSync@VMeshAO@OutfitConfig@@@@YA_NAAV?$vector@VMeshAO@OutfitConfig@@V?$StlNodeAlloc@VMeshAO@OutfitConfig@@@stlpmtx_std@@@stlpmtx_std@@AAVDataNode@@PAVDataArray@@HW4PropOp@@@Z	99.9444	DIFFERENT	REFUTED	private: void __cdecl stlpmtx_std::vector<class SongPattern, class stlpmtx_std::StlNodeAlloc<class SongPattern>>::_M_fill_insert(class SongPattern *, unsigned int, class SongPattern const &)	private: void __cdecl stlpmtx_std::vector<class OutfitConfig::MeshAO, class stlpmtx_std::StlNodeAlloc<class OutfitConfig::MeshAO>>::_M_fill_insert(class OutfitConfig::MeshAO *, unsigned int, class OutfitConfig::MeshAO const &)
360	A_FOLD_CONSISTENT	game	default/SongSortByArtist	?Init@SongSortByArtist@@UAAXXZ	99.9444	SAME	REFUTED	public: void __cdecl stlpmtx_std::vector<class ChatReceiver *, class stlpmtx_std::StlNodeAlloc<class ChatReceiver *>>::push_back(class ChatReceiver *const &)	public: void __cdecl stlpmtx_std::vector<class ShortcutNode *, class stlpmtx_std::StlNodeAlloc<class ShortcutNode *>>::push_back(class ShortcutNode *const &)
360	BC_DIFFERENT_UNRESOLVED	engine	default/CharLipSync	??$PropSync@VString@@@@YA_NAAV?$vector@VString@@V?$StlNodeAlloc@VString@@@stlpmtx_std@@@stlpmtx_std@@AAVDataNode@@PAVDataArray@@HW4PropOp@@@Z	99.9444	DIFFERENT	REFUTED	private: void __cdecl stlpmtx_std::vector<class SongSection, class stlpmtx_std::StlNodeAlloc<class SongSection>>::_M_fill_insert(class SongSection *, unsigned int, class SongSection const &)	private: void __cdecl stlpmtx_std::vector<class String, class stlpmtx_std::StlNodeAlloc<class String>>::_M_fill_insert(class String *, unsigned int, class String const &)
356	A_FOLD_CONSISTENT	engine	default/PitchArrow	??1PitchArrow@@UAA@XZ	99.6629	SAME	REFUTED	public: virtual __cdecl ObjRefConcrete<class FlowLabel, class ObjectDir>::~ObjRefConcrete<class FlowLabel, class ObjectDir>(void)	public: virtual __cdecl ObjRefConcrete<class EventTrigger, class ObjectDir>::~ObjRefConcrete<class EventTrigger, class ObjectDir>(void)
356	UNDECIDABLE	engine	default/SongParser	?HandleTrillEnd@SongParser@@QAA_NHE@Z	99.9438	UNKNOWN	REFUTED	public: void __cdecl stlpmtx_std::vector<struct stlpmtx_std::pair<class MoveVariant const *, class MoveVariant const *>, class stlpmtx_std::StlNodeAlloc<struct stlpmtx_std::pair<class MoveVariant const *, class MoveVariant const *>>>::resize(unsigned int, struct stlpmtx_std::pair<class MoveVariant const *, class MoveVariant const *> const &)	public: void __cdecl stlpmtx_std::vector<struct stlpmtx_std::pair<int, int>, class stlpmtx_std::StlNodeAlloc<struct stlpmtx_std::pair<int, int>>>::resize(unsigned int, struct stlpmtx_std::pair<int, int> const &)
352	A_FOLD_CONSISTENT	engine	default/EventTrigger	??$PropSync@VSymbol@@@@YA_NAAV?$list@VSymbol@@V?$StlNodeAlloc@VSymbol@@@stlpmtx_std@@@stlpmtx_std@@AAVDataNode@@PAVDataArray@@HW4PropOp@@@Z	99.9432	SAME	REFUTED	public: struct stlpmtx_std::_List_iterator<class CharClip *, struct stlpmtx_std::_Nonconst_traits<class CharClip *>> __cdecl stlpmtx_std::list<class CharClip *, class stlpmtx_std::StlNodeAlloc<class CharClip *>>::insert(struct stlpmtx_std::_List_iterator<class CharClip *, struct stlpmtx_std::_Nonconst_traits<class CharClip *>>, class CharClip *const &)	public: struct stlpmtx_std::_List_iterator<class Symbol, struct stlpmtx_std::_Nonconst_traits<class Symbol>> __cdecl stlpmtx_std::list<class Symbol, class stlpmtx_std::StlNodeAlloc<class Symbol>>::insert(struct stlpmtx_std::_List_iterator<class Symbol, struct stlpmtx_std::_Nonconst_traits<class Symbol>>, class Symbol const &)
352	A_FOLD_CONSISTENT	game	default/VocalPlayer	?PostLoad@VocalPlayer@@UAAX_N@Z	99.9432	SAME	REFUTED	public: void __cdecl stlpmtx_std::vector<class ChatReceiver *, class stlpmtx_std::StlNodeAlloc<class ChatReceiver *>>::push_back(class ChatReceiver *const &)	public: void __cdecl stlpmtx_std::vector<class VocalPart *, class stlpmtx_std::StlNodeAlloc<class VocalPart *>>::push_back(class VocalPart *const &)
352	A_FOLD_CONSISTENT	game	default/SongSortByArtist	?ConfirmSubheaders@SongSortByArtist@@UAAXPAVHeaderSortNode@@@Z	99.9432	SAME	REFUTED	public: struct stlpmtx_std::_List_iterator<class CharClip *, struct stlpmtx_std::_Nonconst_traits<class CharClip *>> __cdecl stlpmtx_std::list<class CharClip *, class stlpmtx_std::StlNodeAlloc<class CharClip *>>::insert(struct stlpmtx_std::_List_iterator<class CharClip *, struct stlpmtx_std::_Nonconst_traits<class CharClip *>>, class CharClip *const &)	public: struct stlpmtx_std::_List_iterator<class SortNode *, struct stlpmtx_std::_Nonconst_traits<class SortNode *>> __cdecl stlpmtx_std::list<class SortNode *, class stlpmtx_std::StlNodeAlloc<class SortNode *>>::insert(struct stlpmtx_std::_List_iterator<class SortNode *, struct stlpmtx_std::_Nonconst_traits<class SortNode *>>, class SortNode *const &)
352	BC_DIFFERENT_UNRESOLVED	engine	default/TrackDir	??4?$vector@VTransform@@V?$StlNodeAlloc@VTransform@@@stlpmtx_std@@@stlpmtx_std@@QAAAAV01@ABV01@@Z	99.9432	DIFFERENT	REFUTED	protected: class RndSpline::CtrlPoint * __cdecl stlpmtx_std::vector<class RndSpline::CtrlPoint, class stlpmtx_std::StlNodeAlloc<class RndSpline::CtrlPoint>>::_M_allocate_and_copy<class RndSpline::CtrlPoint const *>(unsigned int, class RndSpline::CtrlPoint const *, class RndSpline::CtrlPoint const *)	protected: class Transform * __cdecl stlpmtx_std::vector<class Transform, class stlpmtx_std::StlNodeAlloc<class Transform>>::_M_allocate_and_copy<class Transform const *>(unsigned int, class Transform const *, class Transform const *)
348	A_FOLD_CONSISTENT	game	default/band3/game/BandUserMgr	?GetRemoteBandUsers@BandUserMgr@@QBAHPAV?$vector@PAVRemoteBandUser@@V?$StlNodeAlloc@PAVRemoteBandUser@@@stlpmtx_std@@@stlpmtx_std@@H@Z	99.9425	SAME	REFUTED	public: void __cdecl stlpmtx_std::vector<class ChatReceiver *, class stlpmtx_std::StlNodeAlloc<class ChatReceiver *>>::push_back(class ChatReceiver *const &)	public: void __cdecl stlpmtx_std::vector<class RemoteBandUser *, class stlpmtx_std::StlNodeAlloc<class RemoteBandUser *>>::push_back(class RemoteBandUser *const &)
348	A_FOLD_CONSISTENT	engine	default/LightPreset	??1Keyframe@LightPreset@@QAA@XZ	99.9425	SAME	REFUTED	public: virtual __cdecl ObjRefConcrete<class FileMerger, class ObjectDir>::~ObjRefConcrete<class FileMerger, class ObjectDir>(void)	public: virtual __cdecl ObjRefConcrete<class RndPostProc, class ObjectDir>::~ObjRefConcrete<class RndPostProc, class ObjectDir>(void)
348	A_FOLD_CONSISTENT	game	default/band3/meta_band/StoreMenuPanel	?AddMenu@StoreMenuPanel@@QAAXPAVDataArray@@PBDH@Z	99.9425	SAME	REFUTED	public: void __cdecl stlpmtx_std::vector<class ChatReceiver *, class stlpmtx_std::StlNodeAlloc<class ChatReceiver *>>::push_back(class ChatReceiver *const &)	public: void __cdecl stlpmtx_std::vector<class StoreMenuProvider *, class stlpmtx_std::StlNodeAlloc<class StoreMenuProvider *>>::push_back(class StoreMenuProvider *const &)
344	BC_DIFFERENT_UNRESOLVED	engine	default/Line	?Load@RndLine@@UAAXAAVBinStream@@@Z	99.9419	DIFFERENT	REFUTED	public: virtual __cdecl ObjPtrList<class CharInterest, class ObjectDir>::~ObjPtrList<class CharInterest, class ObjectDir>(void)	public: virtual __cdecl ObjPtrList<class Hmx::Object, class ObjectDir>::~ObjPtrList<class Hmx::Object, class ObjectDir>(void)
344	BC_DIFFERENT_UNRESOLVED	engine	default/TrackWatcherImpl	?Jump@TrackWatcherImpl@@UAAXM@Z	99.9419	DIFFERENT	REFUTED	private: void __cdecl stlpmtx_std::vector<float *, class stlpmtx_std::StlNodeAlloc<float *>>::_M_fill_insert(float **, unsigned int, float *const &)	private: void __cdecl stlpmtx_std::vector<float, class stlpmtx_std::StlNodeAlloc<float>>::_M_fill_insert(float *, unsigned int, float const &)
344	BC_DIFFERENT_UNRESOLVED	engine	default/CharBones	??$PropSync@UBone@CharBones@@@@YA_NAAV?$vector@UBone@CharBones@@V?$StlNodeAlloc@UBone@CharBones@@@stlpmtx_std@@@stlpmtx_std@@AAVDataNode@@PAVDataArray@@HW4PropOp@@@Z	99.9419	DIFFERENT	REFUTED	private: void __cdecl stlpmtx_std::vector<struct LightPreset::SpotlightDrawerEntry, class stlpmtx_std::StlNodeAlloc<struct LightPreset::SpotlightDrawerEntry>>::_M_fill_insert(struct LightPreset::SpotlightDrawerEntry *, unsigned int, struct LightPreset::SpotlightDrawerEntry const &)	private: void __cdecl stlpmtx_std::vector<struct CharBones::Bone, class stlpmtx_std::StlNodeAlloc<struct CharBones::Bone>>::_M_fill_insert(struct CharBones::Bone *, unsigned int, struct CharBones::Bone const &)
344	A_FOLD_CONSISTENT	game	default/band3/meta_band/InterstitialMgr	?SetFromConfig@InterstitialMgr@@QAAXXZ	99.9419	SAME	CORROBORATED	public: __cdecl stlpmtx_std::hash_map<class Symbol, int, struct stlpmtx_std::hash<class Symbol>, struct stlpmtx_std::equal_to<class Symbol>, class stlpmtx_std::StlNodeAlloc<struct stlpmtx_std::pair<class Symbol const, int>>>::hash_map<class Symbol, int, struct stlpmtx_std::hash<class Symbol>, struct stlpmtx_std::equal_to<class Symbol>, class stlpmtx_std::StlNodeAlloc<struct stlpmtx_std::pair<class Symbol const, int>>>(void)	public: __cdecl stlpmtx_std::hash_map<class Symbol, class DataArray *, struct stlpmtx_std::hash<class Symbol>, struct stlpmtx_std::equal_to<class Symbol>, class stlpmtx_std::StlNodeAlloc<struct stlpmtx_std::pair<class Symbol const, class DataArray *>>>::hash_map<class Symbol, class DataArray *, struct stlpmtx_std::hash<class Symbol>, struct stlpmtx_std::equal_to<class Symbol>, class stlpmtx_std::StlNodeAlloc<struct stlpmtx_std::pair<class Symbol const, class DataArray *>>>(void)
344	A_FOLD_CONSISTENT	game	default/ProfileMgr	?GetParticipatingProfiles@ProfileMgr@@QAA?AV?$vector@PAVBandProfile@@V?$StlNodeAlloc@PAVBandProfile@@@stlpmtx_std@@@stlpmtx_std@@XZ	99.9419	SAME	REFUTED	public: void __cdecl stlpmtx_std::vector<class ChatReceiver *, class stlpmtx_std::StlNodeAlloc<class ChatReceiver *>>::push_back(class ChatReceiver *const &)	public: void __cdecl stlpmtx_std::vector<class BandProfile *, class stlpmtx_std::StlNodeAlloc<class BandProfile *>>::push_back(class BandProfile *const &)
344	A_FOLD_CONSISTENT	engine	default/CharInterest	??0CharInterest@@IAA@XZ	99.9419	SAME	REFUTED	public: __cdecl ObjPtr<class Hmx::Object>::ObjPtr<class Hmx::Object>(class Hmx::Object *, class Hmx::Object *)	public: __cdecl ObjPtr<class CharEyeDartRuleset>::ObjPtr<class CharEyeDartRuleset>(class Hmx::Object *, class CharEyeDartRuleset *)
344	UNDECIDABLE	engine	default/LightPreset	??$PropSync@USpotlightDrawerEntry@LightPreset@@@@YA_NAAV?$vector@USpotlightDrawerEntry@LightPreset@@V?$StlNodeAlloc@USpotlightDrawerEntry@LightPreset@@@stlpmtx_std@@@stlpmtx_std@@AAVDataNode@@PAVDataArray@@HW4PropOp@@@Z	99.9419	UNKNOWN	CORROBORATED	private: void __cdecl stlpmtx_std::vector<class Vector3, class stlpmtx_std::StlNodeAlloc<class Vector3>>::_M_fill_insert(class Vector3 *, unsigned int, class Vector3 const &)	private: void __cdecl stlpmtx_std::vector<struct LightPreset::SpotlightDrawerEntry, class stlpmtx_std::StlNodeAlloc<struct LightPreset::SpotlightDrawerEntry>>::_M_fill_insert(struct LightPreset::SpotlightDrawerEntry *, unsigned int, struct LightPreset::SpotlightDrawerEntry const &)
344	UNDECIDABLE	engine	default/BlockMgr	?Init@BlockMgr@@QAAXXZ	99.9419	UNKNOWN	REFUTED	private: void __cdecl stlpmtx_std::vector<class Hmx::Object *, class stlpmtx_std::StlNodeAlloc<class Hmx::Object *>>::_M_fill_insert(class Hmx::Object **, unsigned int, class Hmx::Object *const &)	private: void __cdecl stlpmtx_std::vector<class Block *, class stlpmtx_std::StlNodeAlloc<class Block *>>::_M_fill_insert(class Block **, unsigned int, class Block *const &)
340	A_FOLD_CONSISTENT	engine	default/OutfitConfig	?Mats@OutfitConfig@@UAAXAAV?$list@PAVRndMat@@V?$StlNodeAlloc@PAVRndMat@@@stlpmtx_std@@@stlpmtx_std@@_N@Z	99.9412	SAME	REFUTED	public: struct stlpmtx_std::_List_iterator<class CharClip *, struct stlpmtx_std::_Nonconst_traits<class CharClip *>> __cdecl stlpmtx_std::list<class CharClip *, class stlpmtx_std::StlNodeAlloc<class CharClip *>>::insert(struct stlpmtx_std::_List_iterator<class CharClip *, struct stlpmtx_std::_Nonconst_traits<class CharClip *>>, class CharClip *const &)	public: struct stlpmtx_std::_List_iterator<class RndMat *, struct stlpmtx_std::_Nonconst_traits<class RndMat *>> __cdecl stlpmtx_std::list<class RndMat *, class stlpmtx_std::StlNodeAlloc<class RndMat *>>::insert(struct stlpmtx_std::_List_iterator<class RndMat *, struct stlpmtx_std::_Nonconst_traits<class RndMat *>>, class RndMat *const &)
340	UNDECIDABLE	engine	default/system/rndobj/Utl	?BuildSphereStratified@@YAXIAAV?$vector@VVector3@@V?$StlNodeAlloc@VVector3@@@stlpmtx_std@@@stlpmtx_std@@@Z	99.7059	UNKNOWN	REFUTED	public: void __cdecl stlpmtx_std::vector<class Hmx::Rect, class stlpmtx_std::StlNodeAlloc<class Hmx::Rect>>::reserve(unsigned int)	public: void __cdecl stlpmtx_std::vector<class Vector3, class stlpmtx_std::StlNodeAlloc<class Vector3>>::reserve(unsigned int)
340	UNDECIDABLE	engine	default/PartAnim	??4?$vector@UHamSupereasyMeasure@@V?$StlNodeAlloc@UHamSupereasyMeasure@@@stlpmtx_std@@@stlpmtx_std@@QAAAAV01@ABV01@@Z	99.9412	UNKNOWN	REFUTED	protected: struct NgRnd::RndPointTest * __cdecl stlpmtx_std::vector<struct NgRnd::RndPointTest, class stlpmtx_std::StlNodeAlloc<struct NgRnd::RndPointTest>>::_M_allocate_and_copy<struct NgRnd::RndPointTest *>(unsigned int, struct NgRnd::RndPointTest *, struct NgRnd::RndPointTest *)	protected: struct HamSupereasyMeasure * __cdecl stlpmtx_std::vector<struct HamSupereasyMeasure, class stlpmtx_std::StlNodeAlloc<struct HamSupereasyMeasure>>::_M_allocate_and_copy<struct HamSupereasyMeasure const *>(unsigned int, struct HamSupereasyMeasure const *, struct HamSupereasyMeasure const *)
