solo_closable_B	solo_rows	sites	strength	retail_S	ours_F	units	victim_rows
8212	6	9	F_ungraded	??A?$map@VCRC@Hmx@@MU?$less@VCRC@Hmx@@@stlpmtx_std@@V?$StlNodeAlloc@U?$pair@$$CBVCRC@Hmx@@M@stlpmtx_std@@@4@@stlpmtx_std@@QAAAAMABVCRC@Hmx@@@Z	??A?$map@HMU?$less@H@stlpmtx_std@@V?$StlNodeAlloc@U?$pair@$$CBHM@stlpmtx_std@@@2@@stlpmtx_std@@QAAAAMABH@Z	default/BandList;default/SongData;default/VocalTrackDir	??$?5HM@@YAAAVBinStream@@AAV0@AAV?$map@HMU?$less@H@stlpmtx_std@@V?$StlNodeAlloc@U?$pair@$$CBHM@stlpmtx_std@@@2@@stlpmtx_std@@@Z;?AddRangeShift@SongData@@UAAXHM@Z;?StartConcealAnim@BandList@@QAAXHAAVTransform@@@Z;?StartPulseAnim@BandList@@QAAXH@Z
6060	20	38	F_ungraded	?Terminate@Movie@@SAXXZ	?MsToTick@@YAMM@Z	default/FocusTracker;default/GemManager;default/GemPlayer;default/GemTrack	?BuildScrollingDeployZone@VocalTrack@@QAAXHABU?$pair@MM@stlpmtx_std@@@Z;?BuildStaticDeployZone@VocalTrack@@QAAXHABU?$pair@MM@stlpmtx_std@@MAAMAAV?$deque@VLyricShift@VocalTrack@@V?$StlNodeAlloc@VLyricShift@VocalTrack@@@stlpmtx_std@@@3@@Z;?CanFlail@GemPlayer@@QAA_NM@Z;?ChangeDifficulty@GemTrack@@QAAXW4Difficulty@@H@Z
1988	7	16	F_ungraded	??4?$vector@HV?$StlNodeAlloc@H@stlpmtx_std@@@stlpmtx_std@@QAAAAV01@ABV01@@Z	??4?$vector@MV?$StlNodeAlloc@M@stlpmtx_std@@@stlpmtx_std@@QAAAAV01@ABV01@@Z	default/CharBonesSamples;default/ChordShapeGenerator;default/GemTrackDir;default/SongInfoCopy	??0SongInfoCopy@@QAA@PBVSongInfo@@@Z;??4TrackerDesc@@QAAAAV0@ABV0@@Z;?Clone@CharBonesSamples@@QAAXABV1@@Z;?Configure@Tracker@@QAAXABVTrackerDesc@@@Z
1692	1	1	F_ungraded	?UpdateTarget@Target@BandCamShot@@QAAXVSymbol@@PAV2@@Z	?UpdateTarget@Target@HamCamShot@@QAAXVSymbol@@PAV2@@Z	default/BandCamShot	?PropSync@@YA_NAAUTarget@HamCamShot@@AAVDataNode@@PAVDataArray@@HW4PropOp@@@Z
1320	3	3	F_sub100	?_M_fill_insert@?$vector@VVector3@@V?$StlNodeAlloc@VVector3@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAVVector3@@IABV3@@Z	?_M_fill_insert@?$vector@USpotlightDrawerEntry@LightPreset@@V?$StlNodeAlloc@USpotlightDrawerEntry@LightPreset@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAUSpotlightDrawerEntry@LightPreset@@IABU34@@Z	default/LightPreset	??$?5USpotlightDrawerEntry@LightPreset@@V?$StlNodeAlloc@USpotlightDrawerEntry@LightPreset@@@stlpmtx_std@@@@YAAAVBinStreamRev@@AAV0@AAV?$vector@USpotlightDrawerEntry@LightPreset@@V?$StlNodeAlloc@USpotlightDrawerEntry@LightPreset@@@stlpmtx_std@@@stlpmtx_std@@@Z;??$PropSync@USpotlightDrawerEntry@LightPreset@@@@YA_NAAV?$vector@USpotlightDrawerEntry@LightPreset@@V?$StlNodeAlloc@USpotlightDrawerEntry@LightPreset@@@stlpmtx_std@@@stlpmtx_std@@AAVDataNode@@PAVDataArray@@HW4PropOp@@@Z;??0Keyframe@LightPreset@@QAA@PAVObject@Hmx@@@Z
1248	7	7	F_sub100	??RAccomplishmentCmp@@QBA_NVSymbol@@0@Z	??RAccomplishmentCategoryCmp@@QBA_NVSymbol@@0@Z	default/AccomplishmentPanel	??$__linear_insert@PAVSymbol@@V1@VAccomplishmentCategoryCmp@@@stlpmtx_std@@YAXPAVSymbol@@0V1@VAccomplishmentCategoryCmp@@@Z;??$__lower_bound@PAVSymbol@@V1@VAccomplishmentCategoryCmp@@H@stlpmtx_std@@YAPAVSymbol@@PAV1@0ABV1@VAccomplishmentCategoryCmp@@PAH@Z;??$__merge_backward@PAVSymbol@@PAV1@PAV1@VAccomplishmentCategoryCmp@@@stlpmtx_std@@YAPAVSymbol@@PAV1@0000VAccomplishmentCategoryCmp@@@Z;??$__merge_without_buffer@PAVSymbol@@HVAccomplishmentCategoryCmp@@@stlpmtx_std@@YAXPAVSymbol@@00HHVAccomplishmentCategoryCmp@@@Z
1200	2	2	AIRTIGHT	?ShowChordNums@GameGem@@QBA_NXZ	?Loose@GameGem@@QBA_NXZ	default/BaseGuitarTrackWatcherImpl;default/RGGemMatcher	?CheckForFretTimeout@BaseGuitarTrackWatcherImpl@@QAAXM@Z;?FretMatchImpl@RGGemMatcher@@QBA_NABVGameGem@@MMMM_N1W4RGMatchType@@@Z
1068	3	7	F_ungraded	?Loose@GameGem@@QBA_NXZ	?IsRealGuitar@GameGem@@QBA_NXZ	default/BaseGuitarTrackWatcherImpl;default/TrackWatcherImpl;default/band3/bandtrack/Gem	?CanHopo@BaseGuitarTrackWatcherImpl@@QBA_NH@Z;?CreateWidgetInstances@Gem@@QAAXVSymbol@@@Z;?SendSeen@TrackWatcherImpl@@QAAXMH@Z
904	1	3	F_ungraded	?SetAllowPerPixel@RndShaderMgr@@QAAX_N@Z	?SetImportantStrings@GameGem@@QAAXE@Z	default/GemManager	?SetupRealGuitarImportantStrings@GemManager@@QAAXXZ
892	1	1	AIRTIGHT	?SetAutoplayError@BeatMatcher@@QAAXH@Z	?Restart@BeatMatcher@@QAAXXZ	default/GemPlayer	?Restart@GemPlayer@@UAAX_N@Z
588	1	1	F_ungraded	??0?$hash_map@VSymbol@@HU?$hash@VSymbol@@@stlpmtx_std@@U?$equal_to@VSymbol@@@3@V?$StlNodeAlloc@U?$pair@$$CBVSymbol@@H@stlpmtx_std@@@3@@stlpmtx_std@@QAA@XZ	??0?$hash_map@HHU?$hash@H@stlpmtx_std@@U?$equal_to@H@2@V?$StlNodeAlloc@U?$pair@$$CBHH@stlpmtx_std@@@2@@stlpmtx_std@@QAA@XZ	default/band3/meta_band/AccomplishmentProgress	??0AccomplishmentProgress@@QAA@PAVBandProfile@@@Z
536	2	2	F_ungraded	??0?$hash_map@VSymbol@@HU?$hash@VSymbol@@@stlpmtx_std@@U?$equal_to@VSymbol@@@3@V?$StlNodeAlloc@U?$pair@$$CBVSymbol@@H@stlpmtx_std@@@3@@stlpmtx_std@@QAA@XZ	??0?$hash_map@HPAVUIComponent@@U?$hash@H@stlpmtx_std@@U?$equal_to@H@3@V?$StlNodeAlloc@U?$pair@$$CBHPAVUIComponent@@@stlpmtx_std@@@3@@stlpmtx_std@@QAA@XZ	default/CharacterCreatorPanel;default/CustomizePanel	??0CharacterCreatorPanel@@QAA@XZ;??0CustomizePanel@@QAA@XZ
520	1	1	AIRTIGHT	?GetParticipatingBandUsersInSession@BandUserMgr@@QBAHAAV?$vector@PAVBandUser@@V?$StlNodeAlloc@PAVBandUser@@@stlpmtx_std@@@stlpmtx_std@@@Z	?GetParticipatingBandUsers@BandUserMgr@@QBAHAAV?$vector@PAVBandUser@@V?$StlNodeAlloc@PAVBandUser@@@stlpmtx_std@@@stlpmtx_std@@@Z	default/AccomplishmentPanel	?HasCorrectPlayerCount@AccomplishmentPanel@@QAA_NXZ
452	2	3	F_ungraded	?GetType@AccomplishmentOneShot@@UBA?AW4AccomplishmentType@@XZ	?SaveSize@GameplayOptions@@SAHH@Z	default/GameplayOptions;default/band3/meta_band/BandProfile	??0GameplayOptions@@QAA@XZ;?SaveSize@BandProfile@@SAHH@Z
408	2	3	AIRTIGHT	?ReverseSlide@GameGem@@QBA_NXZ	?LeftHandSlide@GameGem@@QBA_NXZ	default/GemManager;default/TrackWatcherImpl	?KillSustain@TrackWatcherImpl@@QAAXH@Z;?Released@GemManager@@QAAXMH@Z
344	1	2	AIRTIGHT	??0?$hash_map@VSymbol@@HU?$hash@VSymbol@@@stlpmtx_std@@U?$equal_to@VSymbol@@@3@V?$StlNodeAlloc@U?$pair@$$CBVSymbol@@H@stlpmtx_std@@@3@@stlpmtx_std@@QAA@XZ	??0?$hash_map@VSymbol@@PAVDataArray@@U?$hash@VSymbol@@@stlpmtx_std@@U?$equal_to@VSymbol@@@4@V?$StlNodeAlloc@U?$pair@$$CBVSymbol@@PAVDataArray@@@stlpmtx_std@@@4@@stlpmtx_std@@QAA@XZ	default/band3/meta_band/InterstitialMgr	?SetFromConfig@InterstitialMgr@@QAAXXZ
320	1	1	F_ungraded	?_M_fill_insert@?$vector@V?$Key@M@@V?$StlNodeAlloc@V?$Key@M@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAV?$Key@M@@IABV3@@Z	?_M_fill_insert@?$vector@VSeam@MeshAO@OutfitConfig@@V?$StlNodeAlloc@VSeam@MeshAO@OutfitConfig@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAVSeam@MeshAO@OutfitConfig@@IABV345@@Z	default/band3/bandtrack/Gem	??$PropSync@VSeam@MeshAO@OutfitConfig@@@@YA_NAAV?$vector@VSeam@MeshAO@OutfitConfig@@V?$StlNodeAlloc@VSeam@MeshAO@OutfitConfig@@@stlpmtx_std@@@stlpmtx_std@@AAVDataNode@@PAVDataArray@@HW4PropOp@@@Z
308	1	1	F_sub100	?insert@?$list@UWeightContext@CharBone@@V?$StlNodeAlloc@UWeightContext@CharBone@@@stlpmtx_std@@@stlpmtx_std@@QAA?AU?$_List_iterator@UWeightContext@CharBone@@U?$_Nonconst_traits@UWeightContext@CharBone@@@stlpmtx_std@@@2@U32@ABUWeightContext@CharBone@@@Z	?insert@?$list@UBreakpoint@RndConsole@@V?$StlNodeAlloc@UBreakpoint@RndConsole@@@stlpmtx_std@@@stlpmtx_std@@QAA?AU?$_List_iterator@UBreakpoint@RndConsole@@U?$_Nonconst_traits@UBreakpoint@RndConsole@@@stlpmtx_std@@@2@U32@ABUBreakpoint@RndConsole@@@Z	default/Console	?InsertBreak@RndConsole@@AAAXPAVDataArray@@H@Z
300	2	2	F_ungraded	??1?$ObjRefConcrete@VRndCam@@VObjectDir@@@@UAA@XZ	??1?$ObjOwnerPtr@VRndCamAnim@@@@UAA@XZ	default/CamAnim	??1RndCamAnim@@UAA@XZ;??_G?$ObjOwnerPtr@VRndCamAnim@@@@UAAPAXI@Z
300	2	2	F_ungraded	??1?$ObjRefConcrete@VRndEnvAnim@@VObjectDir@@@@UAA@XZ	??1?$ObjOwnerPtr@VRndEnvAnim@@@@UAA@XZ	default/EnvAnim	??1RndEnvAnim@@UAA@XZ;??_G?$ObjOwnerPtr@VRndEnvAnim@@@@UAAPAXI@Z
284	2	2	F_ungraded	??0?$hash_map@VSymbol@@HU?$hash@VSymbol@@@stlpmtx_std@@U?$equal_to@VSymbol@@@3@V?$StlNodeAlloc@U?$pair@$$CBVSymbol@@H@stlpmtx_std@@@3@@stlpmtx_std@@QAA@XZ	??0?$hash_map@VSymbol@@MU?$hash@VSymbol@@@stlpmtx_std@@U?$equal_to@VSymbol@@@3@V?$StlNodeAlloc@U?$pair@$$CBVSymbol@@M@stlpmtx_std@@@3@@stlpmtx_std@@QAA@XZ	default/BandSongMetadata;default/band3/tour/TourWeightManager	??0BandSongMetadata@@QAA@PAVBandSongMgr@@@Z;??0TourWeightManager@@QAA@XZ
272	2	3	F_ungraded	?SetSize@VertArray@RndMeshDeform@@IAAXH@Z	?SetSize@DeltaArray@BandFaceDeform@@QAAXH@Z	default/system/bandobj/BandFaceDeform	??4DeltaArray@BandFaceDeform@@QAAAAV01@ABV01@@Z;?Load@DeltaArray@BandFaceDeform@@QAAXAAVBinStream@@@Z
260	1	1	F_ungraded	?RelevantGem@DrumTrackWatcherImpl@@QAAHHHH@Z	?RelevantGem@KeyboardTrackWatcherImpl@@QAAHHHH@Z	default/KeyboardTrackWatcherImpl	?ClosestUnplayedGem@KeyboardTrackWatcherImpl@@UAAHMH@Z
244	1	1	F_ungraded	??4?$vector@HV?$StlNodeAlloc@H@stlpmtx_std@@@stlpmtx_std@@QAAAAV01@ABV01@@Z	??4?$vector@PAVTail@@V?$StlNodeAlloc@PAVTail@@@stlpmtx_std@@@stlpmtx_std@@QAAAAV01@ABV01@@Z	default/band3/bandtrack/Gem	??4Gem@@QAAAAV0@ABV0@@Z
244	1	1	F_sub100	??4?$vector@V?$Key@V?$vector@VVector3@@V?$StlNodeAlloc@VVector3@@@stlpmtx_std@@@stlpmtx_std@@@@V?$StlNodeAlloc@V?$Key@V?$vector@VVector3@@V?$StlNodeAlloc@VVector3@@@stlpmtx_std@@@stlpmtx_std@@@@@stlpmtx_std@@@stlpmtx_std@@QAAAAV01@ABV01@@Z	??4?$vector@V?$Key@V?$vector@VColor@Hmx@@V?$StlNodeAlloc@VColor@Hmx@@@stlpmtx_std@@@stlpmtx_std@@@@V?$StlNodeAlloc@V?$Key@V?$vector@VColor@Hmx@@V?$StlNodeAlloc@VColor@Hmx@@@stlpmtx_std@@@stlpmtx_std@@@@@stlpmtx_std@@@stlpmtx_std@@QAAAAV01@ABV01@@Z	default/MeshAnim	?Copy@RndMeshAnim@@UAAXPBVObject@Hmx@@W4CopyType@23@@Z
232	1	2	F_ungraded	?SetOwnerObj@?$ObjOwnerPtr@VBandCharDesc@@@@QAAXPAVBandCharDesc@@@Z	?SetObjConcrete@?$ObjRefConcrete@VBandCharDesc@@VObjectDir@@@@QAAXPAVBandCharDesc@@@Z	default/BandCharacter	?Load@?$ObjRefConcrete@VBandCharDesc@@VObjectDir@@@@QAA_NAAVBinStream@@_NPAVObjectDir@@@Z
228	1	1	F_ungraded	?resize@?$vector@V?$map@HMU?$less@H@stlpmtx_std@@V?$StlNodeAlloc@U?$pair@$$CBHM@stlpmtx_std@@@2@@stlpmtx_std@@V?$StlNodeAlloc@V?$map@HMU?$less@H@stlpmtx_std@@V?$StlNodeAlloc@U?$pair@$$CBHM@stlpmtx_std@@@2@@stlpmtx_std@@@2@@stlpmtx_std@@QAAXIABV?$map@HMU?$less@H@stlpmtx_std@@V?$StlNodeAlloc@U?$pair@$$CBHM@stlpmtx_std@@@2@@2@@Z	?resize@?$vector@V?$set@VSymbol@@U?$less@VSymbol@@@stlpmtx_std@@V?$StlNodeAlloc@VSymbol@@@3@@stlpmtx_std@@V?$StlNodeAlloc@V?$set@VSymbol@@U?$less@VSymbol@@@stlpmtx_std@@V?$StlNodeAlloc@VSymbol@@@3@@stlpmtx_std@@@2@@stlpmtx_std@@QAAXIABV?$set@VSymbol@@U?$less@VSymbol@@@stlpmtx_std@@V?$StlNodeAlloc@VSymbol@@@3@@2@@Z	default/Tour	??0SongFilter@SongSortMgr@@QAA@XZ
216	1	1	F_ungraded	?_M_fill_insert@?$vector@V?$Key@M@@V?$StlNodeAlloc@V?$Key@M@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAV?$Key@M@@IABV3@@Z	?_M_fill_insert@?$vector@V?$Key@VSymbol@@@@V?$StlNodeAlloc@V?$Key@VSymbol@@@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAV?$Key@VSymbol@@@@IABV3@@Z	default/BandDirector	?Add@?$Keys@VSymbol@@V1@@@QAAHABVSymbol@@M_N@Z
216	1	1	F_ungraded	?_M_fill_insert@?$vector@V?$Key@M@@V?$StlNodeAlloc@V?$Key@M@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAV?$Key@M@@IABV3@@Z	?_M_fill_insert@?$vector@V?$Key@_N@@V?$StlNodeAlloc@V?$Key@_N@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAV?$Key@_N@@IABV3@@Z	default/PropAnim	?Add@?$Keys@_N_N@@QAAHAB_NM_N@Z
208	2	2	AIRTIGHT	??$__adjust_heap@PAHHHU?$less@H@stlpmtx_std@@@stlpmtx_std@@YAXPAHHHHU?$less@H@0@@Z	??$__adjust_heap@PAPAVCamShot@@HPAV1@UNameSort@@@stlpmtx_std@@YAXPAPAVCamShot@@HHPAV1@UNameSort@@@Z	default/MoveMgr	??$__make_heap@PAPAVCamShot@@UNameSort@@PAV1@H@stlpmtx_std@@YAXPAPAVCamShot@@0UNameSort@@0PAH@Z;??$sort_heap@PAPAVCamShot@@UNameSort@@@stlpmtx_std@@YAXPAPAVCamShot@@0UNameSort@@@Z
204	1	1	F_sub100	?_M_fill_insert@?$vector@VVector3@@V?$StlNodeAlloc@VVector3@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAVVector3@@IABV3@@Z	?_M_fill_insert@?$vector@V?$Key@UWeight@@@@V?$StlNodeAlloc@V?$Key@UWeight@@@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAV?$Key@UWeight@@@@IABV3@@Z	default/Morph	??$?5V?$Key@UWeight@@@@V?$StlNodeAlloc@V?$Key@UWeight@@@@@stlpmtx_std@@@@YAAAVBinStreamRev@@AAV0@AAV?$vector@V?$Key@UWeight@@@@V?$StlNodeAlloc@V?$Key@UWeight@@@@@stlpmtx_std@@@stlpmtx_std@@@Z
192	2	2	F_ungraded	?_M_fill_insert@?$vector@V?$Key@M@@V?$StlNodeAlloc@V?$Key@M@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAV?$Key@M@@IABV3@@Z	?_M_fill_insert@?$vector@VStreakInfo@Stats@@V?$StlNodeAlloc@VStreakInfo@Stats@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAVStreakInfo@Stats@@IABV34@@Z	default/PerformanceData;default/band3/game/Stats	??$SaveHighest@VStreakInfo@Stats@@@Stats@@QAAXAAV?$vector@VStreakInfo@Stats@@V?$StlNodeAlloc@VStreakInfo@Stats@@@stlpmtx_std@@@stlpmtx_std@@ABVStreakInfo@0@@Z;?resize@?$vector@VStreakInfo@Stats@@V?$StlNodeAlloc@VStreakInfo@Stats@@@stlpmtx_std@@@stlpmtx_std@@QAAXIABVStreakInfo@Stats@@@Z
192	1	1	F_ungraded	?Handle@VoiceoverPanel@@UAA?AVDataNode@@PAVDataArray@@_N@Z	?Handle@FlowNode@@UAA?AVDataNode@@PAVDataArray@@_N@Z	default/FlowValueCase	?Handle@FlowValueCase@@UAA?AVDataNode@@PAVDataArray@@_N@Z
180	1	1	F_ungraded	??0?$hash_map@VSymbol@@HU?$hash@VSymbol@@@stlpmtx_std@@U?$equal_to@VSymbol@@@3@V?$StlNodeAlloc@U?$pair@$$CBVSymbol@@H@stlpmtx_std@@@3@@stlpmtx_std@@QAA@XZ	??0?$hash_map@HPAVColorPalette@@U?$hash@H@stlpmtx_std@@U?$equal_to@H@3@V?$StlNodeAlloc@U?$pair@$$CBHPAVColorPalette@@@stlpmtx_std@@@3@@stlpmtx_std@@QAA@XZ	default/ChooseColorPanel	??0ChooseColorPanel@@QAA@XZ
172	1	2	F_sub100	??$merge@PAVSymbol@@PAV1@PAV1@UGoalAlpaCmp@@@stlpmtx_std@@YAPAVSymbol@@PAV1@0000UGoalAlpaCmp@@@Z	??$merge@PAVSymbol@@PAV1@PAV1@VAccomplishmentCmp@@@stlpmtx_std@@YAPAVSymbol@@PAV1@0000VAccomplishmentCmp@@@Z	default/AccomplishmentPanel	??$__merge_sort_loop@PAVSymbol@@PAV1@HVAccomplishmentCmp@@@stlpmtx_std@@YAXPAVSymbol@@00HVAccomplishmentCmp@@@Z
168	1	1	AIRTIGHT	??0UIPanel@@QAA@XZ	??0RndAnimatable@@IAA@XZ	default/StorePanel	??0DancerSequence@@IAA@XZ
164	1	1	F_ungraded	??0?$hash_map@VSymbol@@V?$vector@PAVPatchSticker@@V?$StlNodeAlloc@PAVPatchSticker@@@stlpmtx_std@@@stlpmtx_std@@USymbolHash@PatchDir@@U?$equal_to@VSymbol@@@3@V?$StlNodeAlloc@U?$pair@$$CBVSymbol@@V?$vector@PAVPatchSticker@@V?$StlNodeAlloc@PAVPatchSticker@@@stlpmtx_std@@@stlpmtx_std@@@stlpmtx_std@@@3@@stlpmtx_std@@QAA@XZ	??0?$hash_map@VSymbol@@V?$vector@VSymbol@@V?$StlNodeAlloc@VSymbol@@@stlpmtx_std@@@stlpmtx_std@@U?$hash@VSymbol@@@3@U?$equal_to@VSymbol@@@3@V?$StlNodeAlloc@U?$pair@$$CBVSymbol@@V?$vector@VSymbol@@V?$StlNodeAlloc@VSymbol@@@stlpmtx_std@@@stlpmtx_std@@@stlpmtx_std@@@3@@stlpmtx_std@@QAA@XZ	default/band3/meta_band/LicenseMgr	??0LicenseMgr@@QAA@XZ
164	1	1	F_ungraded	?push_back@?$vector@UHamListRibbonDrawState@@V?$StlNodeAlloc@UHamListRibbonDrawState@@@stlpmtx_std@@@stlpmtx_std@@QAAXABUHamListRibbonDrawState@@@Z	?push_back@?$vector@V?$RangedData@VRGRollChord@@@?$RangedDataCollection@VRGRollChord@@@@V?$StlNodeAlloc@V?$RangedData@VRGRollChord@@@?$RangedDataCollection@VRGRollChord@@@@@stlpmtx_std@@@stlpmtx_std@@QAAXABV?$RangedData@VRGRollChord@@@?$RangedDataCollection@VRGRollChord@@@@@Z	default/SongData	?AddData@?$RangedDataCollection@VRGRollChord@@@@QAAXHHHABVRGRollChord@@@Z
160	1	1	F_ungraded	?_M_fill_insert@?$vector@VVector3@@V?$StlNodeAlloc@VVector3@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAVVector3@@IABV3@@Z	?_M_fill_insert@?$vector@VUserGuid@@V?$StlNodeAlloc@VUserGuid@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAVUserGuid@@IABV3@@Z	default/WaitingUserGate	??$?5VUserGuid@@V?$StlNodeAlloc@VUserGuid@@@stlpmtx_std@@@@YAAAVBinStream@@AAV0@AAV?$vector@VUserGuid@@V?$StlNodeAlloc@VUserGuid@@@stlpmtx_std@@@stlpmtx_std@@@Z
156	1	2	F_ungraded	?OnBeatToMs@@YA?AVDataNode@@PAVDataArray@@@Z	?OnSecondsToBeat@@YA?AVDataNode@@PAVDataArray@@@Z	default/StringTable	?TimeConversionInit@@YAXXZ
156	1	1	F_sub100	??4?$ObjList@UTarget@HamCamShot@@@@QAAXABV0@@Z	??4?$ObjList@UTarget@BandCamShot@@@@QAAXABV0@@Z	default/BandCamShot	?Copy@BandCamShot@@UAAXPBVObject@Hmx@@W4CopyType@23@@Z
156	1	1	F_ungraded	??0?$hash_map@VSymbol@@V?$vector@PAVPatchSticker@@V?$StlNodeAlloc@PAVPatchSticker@@@stlpmtx_std@@@stlpmtx_std@@USymbolHash@PatchDir@@U?$equal_to@VSymbol@@@3@V?$StlNodeAlloc@U?$pair@$$CBVSymbol@@V?$vector@PAVPatchSticker@@V?$StlNodeAlloc@PAVPatchSticker@@@stlpmtx_std@@@stlpmtx_std@@@stlpmtx_std@@@3@@stlpmtx_std@@QAA@XZ	??0?$hash_map@VSymbol@@V?$vector@PAVLightPreset@@V?$StlNodeAlloc@PAVLightPreset@@@stlpmtx_std@@@stlpmtx_std@@USymbolHash@LightPresetManager@@U?$equal_to@VSymbol@@@3@V?$StlNodeAlloc@U?$pair@$$CBVSymbol@@V?$vector@PAVLightPreset@@V?$StlNodeAlloc@PAVLightPreset@@@stlpmtx_std@@@stlpmtx_std@@@stlpmtx_std@@@3@@stlpmtx_std@@QAA@XZ	default/LightPresetManager	??0LightPresetManager@@QAA@PAVWorldDir@@@Z
148	1	1	AIRTIGHT	?SetVolume@MoggClip@@UAAXM@Z	?SetControllerVolume@MoggClip@@QAAXM@Z	default/Sfx	?UpdateVolume@SfxInst@@UAAXXZ
148	1	1	F_ungraded	??$_M_range_insert@PBV?$Key@M@@@?$vector@V?$Key@M@@V?$StlNodeAlloc@V?$Key@M@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAV?$Key@M@@PBV2@1ABUforward_iterator_tag@1@@Z	??$_M_range_insert@PBV?$Key@_N@@@?$vector@V?$Key@_N@@V?$StlNodeAlloc@V?$Key@_N@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAV?$Key@_N@@PBV2@1ABUforward_iterator_tag@1@@Z	default/PropKeys	?Copy@BoolKeys@@UAAXPBVPropKeys@@@Z
148	1	1	F_ungraded	??$_M_range_insert@PBV?$Key@M@@@?$vector@V?$Key@M@@V?$StlNodeAlloc@V?$Key@M@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAV?$Key@M@@PBV2@1ABUforward_iterator_tag@1@@Z	??$_M_range_insert@PBV?$Key@VSymbol@@@@@?$vector@V?$Key@VSymbol@@@@V?$StlNodeAlloc@V?$Key@VSymbol@@@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAV?$Key@VSymbol@@@@PBV2@1ABUforward_iterator_tag@1@@Z	default/PropKeys	?Copy@SymbolKeys@@UAAXPBVPropKeys@@@Z
144	1	1	F_sub100	??$__merge_without_buffer@PAVSymbol@@HUGoalAlpaCmp@@@stlpmtx_std@@YAXPAVSymbol@@00HHUGoalAlpaCmp@@@Z	??$__merge_without_buffer@PAVSymbol@@HVAccomplishmentCmp@@@stlpmtx_std@@YAXPAVSymbol@@00HHVAccomplishmentCmp@@@Z	default/AccomplishmentPanel	??$__inplace_stable_sort@PAVSymbol@@VAccomplishmentCmp@@@stlpmtx_std@@YAXPAVSymbol@@0VAccomplishmentCmp@@@Z
144	1	1	F_ungraded	?erase@?$list@UAnim@EventTrigger@@V?$StlNodeAlloc@UAnim@EventTrigger@@@stlpmtx_std@@@stlpmtx_std@@QAA?AU?$_List_iterator@UAnim@EventTrigger@@U?$_Nonconst_traits@UAnim@EventTrigger@@@stlpmtx_std@@@2@U32@0@Z	?erase@?$list@UPropTriggerDefn@FlowTrigger@@V?$StlNodeAlloc@UPropTriggerDefn@FlowTrigger@@@stlpmtx_std@@@stlpmtx_std@@QAA?AU?$_List_iterator@UPropTriggerDefn@FlowTrigger@@U?$_Nonconst_traits@UPropTriggerDefn@FlowTrigger@@@stlpmtx_std@@@2@U32@0@Z	default/EventTrigger	?resize@?$list@UPropTriggerDefn@FlowTrigger@@V?$StlNodeAlloc@UPropTriggerDefn@FlowTrigger@@@stlpmtx_std@@@stlpmtx_std@@QAAXIABUPropTriggerDefn@FlowTrigger@@@Z
144	1	1	AIRTIGHT	?erase@?$list@VOldMatOption@@V?$StlNodeAlloc@VOldMatOption@@@stlpmtx_std@@@stlpmtx_std@@QAA?AU?$_List_iterator@VOldMatOption@@U?$_Nonconst_traits@VOldMatOption@@@stlpmtx_std@@@2@U32@0@Z	?erase@?$list@UOldMMInst@@V?$StlNodeAlloc@UOldMMInst@@@stlpmtx_std@@@stlpmtx_std@@QAA?AU?$_List_iterator@UOldMMInst@@U?$_Nonconst_traits@UOldMMInst@@@stlpmtx_std@@@2@U32@0@Z	default/HamCamTransform	?resize@?$list@UOldMMInst@@V?$StlNodeAlloc@UOldMMInst@@@stlpmtx_std@@@stlpmtx_std@@QAAXIABUOldMMInst@@@Z
132	1	1	F_ungraded	??$__final_insertion_sort@PAVSpotlightEntry@SpotlightDrawer@@VByColor@@@stlpmtx_std@@YAXPAVSpotlightEntry@SpotlightDrawer@@0VByColor@@@Z	??$__final_insertion_sort@PAVCategory@CameraManager@@U?$less@VCategory@CameraManager@@@stlpmtx_std@@@stlpmtx_std@@YAXPAVCategory@CameraManager@@0U?$less@VCategory@CameraManager@@@0@@Z	default/CameraManager	??$sort@PAVCategory@CameraManager@@@stlpmtx_std@@YAXPAVCategory@CameraManager@@0@Z
